file_name,tumor_type,seed_index,budget_pre_nms,n_pre_nms,n_post_nms,z_last_kept,z_excluded,null_hit_frac,null_precision,n_detections,tp,fp_lookalike,fp_unannotated,fp_dup_on_mitotic,n_gt_mitotic_eval,n_mitotic_missed,recall_mitotic,precision_mitotic,precision_mitotic_dedup,f1_mitotic,coverage_frac
013.tiff,human breast cancer,1,25,24,24,19.26144778040827,19.118631203206096,0.0015043593718318518,0.001502895921555435,23,6,3,14,0,17,11,0.35294117647058826,0.2608695652173913,0.2608695652173913,0.3,0.0019687485692234234
013.tiff,human breast cancer,1,50,49,49,17.559257838087333,17.49612505674455,0.0015043593718318518,0.0015012352134905367,48,8,7,33,0,17,9,0.47058823529411764,0.16666666666666666,0.16666666666666666,0.24615384615384617,0.004114095847314064
013.tiff,human breast cancer,1,100,99,97,16.08041084450467,16.063658024275277,0.0015043593718318518,0.001498053509255867,96,12,10,74,0,17,5,0.7058823529411765,0.125,0.125,0.21238938053097345,0.00832630208844325
013.tiff,human breast cancer,1,250,249,242,13.978212518769338,13.976813136089488,0.0015043593718318518,0.0014884965979631043,241,16,12,213,0,17,1,0.9411764705882353,0.06639004149377593,0.06639004149377593,0.12403100775193798,0.020897513882620726
013.tiff,human breast cancer,1,500,499,472,12.059456322466591,12.057630496327988,0.0015043593718318518,0.0014735037273034444,471,17,13,441,0,17,0,1.0,0.036093418259023353,0.036093418259023353,0.06967213114754098,0.04050651125980286
013.tiff,human breast cancer,1,1000,999,933,10.36905581096478,10.367320576441767,0.0015043593718318518,0.0014440560344554144,932,17,14,901,1,17,0,1.0,0.018240343347639486,0.019313304721030045,0.03582718651211802,0.07931244236014363
013.tiff,human breast cancer,1,2500,2499,2196,7.957042998117311,7.95649723887217,0.0015043593718318518,0.0013673288654712284,2195,17,15,2163,1,17,0,1.0,0.007744874715261959,0.008200455580865604,0.015370705244122965,0.1785478353576778
013.tiff,human breast cancer,1,5000,4999,4009,5.874911083493812,5.874661035904438,0.0015043593718318518,0.0012665574180163108,4008,17,15,3976,2,17,0,1.0,0.0042415169660678645,0.004740518962075849,0.0084472049689441,0.30701358501919696
013.tiff,human breast cancer,1,-1,23718,12524,1.000055828022167,,0.0015043593718318518,0.0009093330462707529,12523,17,15,12491,4,17,0,1.0,0.0013575021959594347,0.0016769144773616546,0.002711323763955343,0.7914696282924213
013.tiff,human breast cancer,2,10,9,9,23.208100545442136,23.12527119193692,0.0015043593718318518,0.0015038935225250988,8,6,0,2,0,17,11,0.35294117647058826,0.75,0.75,0.48,0.0007063948354688696
013.tiff,human breast cancer,2,25,24,24,18.014214091393256,17.980335627193142,0.0015043593718318518,0.001502895921555435,23,6,2,15,0,17,11,0.35294117647058826,0.2608695652173913,0.2608695652173913,0.3,0.002021074112591488
013.tiff,human breast cancer,2,50,49,49,16.780180051686525,16.69831366649551,0.0015043593718318518,0.0015012352134905367,48,8,3,37,0,17,9,0.47058823529411764,0.16666666666666666,0.16666666666666666,0.24615384615384617,0.004218746934050193
013.tiff,human breast cancer,2,100,99,99,15.331125323927793,15.292737521262215,0.0015043593718318518,0.001497921133562478,98,10,7,81,0,17,7,0.5882352941176471,0.10204081632653061,0.10204081632653061,0.1739130434782609,0.008633714655730628
013.tiff,human breast cancer,2,250,249,238,12.936622955464822,12.934138103016634,0.0015043593718318518,0.0014887591433651102,237,16,12,209,1,17,1,0.9411764705882353,0.06751054852320675,0.07172995780590717,0.1259842519685039,0.02060972339409637
013.tiff,human breast cancer,2,500,499,483,10.958672663540794,10.956418698232266,0.0015043593718318518,0.0014727917470384647,482,17,13,452,1,17,0,1.0,0.035269709543568464,0.03734439834024896,0.06813627254509018,0.04166421390682129
013.tiff,human breast cancer,2,1000,999,945,9.104152665492117,9.103673997031844,0.0015043593718318518,0.0014433000830969959,944,17,13,914,1,17,0,1.0,0.018008474576271187,0.019067796610169493,0.035379812695109265,0.08048976708592508
013.tiff,human breast cancer,2,2500,2499,2216,6.9725751390914965,6.971381283637636,0.0015043593718318518,0.0013661586677339006,2215,17,13,2185,2,17,0,1.0,0.007674943566591422,0.008577878103837472,0.015232974910394265,0.1822956524014154
013.tiff,human breast cancer,2,5000,4999,4043,5.183315602245456,5.183262104005777,0.0015043593718318518,0.0012647661237457904,4042,17,14,4011,2,17,0,1.0,0.004205838693715982,0.0047006432459178625,0.008376447400837645,0.3141298589172537
013.tiff,human breast cancer,2,-1,20946,11920,1.0000663297396701,,0.0015043593718318518,0.0009295598479175301,11919,17,14,11888,2,17,0,1.0,0.001426294152193976,0.0015940934642167967,0.0028485254691689005,0.7759943488413162
013.tiff,human breast cancer,3,10,9,9,26.265047945327662,26.092446333109255,0.001517440757673868,0.0015169667721453423,8,3,1,4,0,17,14,0.17647058823529413,0.375,0.375,0.24,0.0006736913708638294
013.tiff,human breast cancer,3,25,24,24,23.215480429251002,23.161648473153974,0.001517440757673868,0.001515951753449468,23,4,1,18,0,17,13,0.23529411764705882,0.17391304347826086,0.17391304347826086,0.19999999999999998,0.0019949113409074557
013.tiff,human breast cancer,3,50,49,49,21.507108752053522,21.49322183258141,0.001517440757673868,0.0015142620673948722,48,5,2,41,0,17,12,0.29411764705882354,0.10416666666666667,0.10416666666666667,0.15384615384615385,0.004159880697761121
013.tiff,human breast cancer,3,100,99,99,19.527806593649135,19.476734959019876,0.001517440757673868,0.001510890224299541,98,11,6,81,0,17,6,0.6470588235294118,0.11224489795918367,0.11224489795918367,0.19130434782608696,0.008581389112362564
013.tiff,human breast cancer,3,250,249,239,15.976421734693128,15.952128630786548,0.001517440757673868,0.0015015022140891312,238,16,11,211,0,17,1,0.9411764705882353,0.06722689075630252,0.06722689075630252,0.12549019607843137,0.020701293094990483
013.tiff,human breast cancer,3,500,499,475,13.381547982812037,13.372933353176366,0.001517440757673868,0.001485852343594431,474,17,13,444,2,17,0,1.0,0.035864978902953586,0.04008438818565401,0.06924643584521385,0.04084008659877427
013.tiff,human breast cancer,3,1000,999,946,11.46089791603476,11.447720983094017,0.001517440757673868,0.0014552657116872231,945,17,14,914,2,17,0,1.0,0.01798941798941799,0.020105820105820106,0.035343035343035345,0.08047668570008307
013.tiff,human breast cancer,3,2500,2499,2174,8.839669350359591,8.838789687474259,0.001517440757673868,0.0013794024999624593,2173,17,15,2141,2,17,0,1.0,0.007823285780027611,0.008743672342383801,0.015525114155251141,0.17695844697787283
013.tiff,human breast cancer,3,5000,4999,3865,6.690256694028445,6.690191762015896,0.001517440757673868,0.0012834626893541861,3864,17,15,3832,3,17,0,1.0,0.004399585921325052,0.005175983436853002,0.008760628703942284,0.29808553918202096
013.tiff,human breast cancer,3,-1,29483,13452,1.0004351771325952,,0.001517440757673868,0.0008834520446672686,13451,17,15,13419,3,17,0,1.0,0.0012638465541595421,0.001486878299011226,0.002524502524502525,0.8304259953299452
013.tiff,human breast cancer,4,10,9,9,27.901865314083572,27.275670621108127,0.0015043593718318518,0.0015038935225250988,8,3,2,3,0,17,14,0.17647058823529413,0.375,0.375,0.24,0.0006606099850218132
013.tiff,human breast cancer,4,25,24,24,24.595809174670663,24.120208576710148,0.0015043593718318518,0.001502895921555435,23,7,2,14,0,17,10,0.4117647058823529,0.30434782608695654,0.30434782608695654,0.35,0.0019752892621444315
013.tiff,human breast cancer,4,50,49,48,21.902047854854786,21.84097075185735,0.0015043593718318518,0.0015013015948084612,47,10,6,31,0,17,7,0.5882352941176471,0.2127659574468085,0.2127659574468085,0.3125,0.004120636540235072
013.tiff,human breast cancer,4,100,99,97,19.564126556996662,19.562537497966765,0.0015043593718318518,0.001498053509255867,96,13,6,77,0,17,4,0.7647058823529411,0.13541666666666666,0.13541666666666666,0.2300884955752212,0.008372086938890307
013.tiff,human breast cancer,4,250,249,242,16.060965594012107,16.036424296893202,0.0015043593718318518,0.0014884965979631043,241,16,11,214,0,17,1,0.9411764705882353,0.06639004149377593,0.06639004149377593,0.12403100775193798,0.02081902556756863
013.tiff,human breast cancer,4,500,499,481,13.424597421227832,13.423509179380343,0.0015043593718318518,0.0014729211637519513,480,17,14,449,1,17,0,1.0,0.035416666666666666,0.0375,0.06841046277665996,0.04109517362269359
013.tiff,human breast cancer,4,1000,999,937,11.12531937799326,11.12186763049546,0.0015043593718318518,0.0014438039916150336,936,17,14,905,2,17,0,1.0,0.018162393162393164,0.0202991452991453,0.03567681007345226,0.07927319820261758
013.tiff,human breast cancer,4,2500,2499,2172,8.427660093866686,8.426101159178588,0.0015043593718318518,0.0013687348966854949,2171,17,15,2139,2,17,0,1.0,0.00783049286043298,0.008751727314601566,0.015539305301645339,0.17785452190805093
013.tiff,human breast cancer,4,5000,4999,3913,6.3349528210236405,6.334755757621038,0.0015043593718318518,0.0012716340429707739,3912,17,15,3880,2,17,0,1.0,0.0043456032719836404,0.0048568507157464216,0.008653601425299058,0.30215385017888796
013.tiff,human breast cancer,4,-1,27363,13346,1.0002387801559565,,0.0015043593718318518,0.0008828286827634799,13345,17,15,13313,4,17,0,1.0,0.0012738853503184713,0.0015736230798051704,0.0025445292620865138,0.8282675666660126
094.tiff,human breast cancer,0,10,9,9,18.910073071823295,18.691740966495704,0.007038288288288288,0.007035842487808641,9,5,3,1,0,81,76,0.06172839506172839,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.000790969540969541
094.tiff,human breast cancer,0,25,24,24,17.44570665816873,17.299692292956617,0.007038288288288288,0.007031259665674111,24,13,9,2,0,81,68,0.16049382716049382,0.5416666666666666,0.5416666666666666,0.24761904761904763,0.0020846739596739597
094.tiff,human breast cancer,0,50,49,48,15.642863496307077,15.63675700567622,0.007038288288288288,0.007024240400199192,47,23,11,13,0,81,58,0.2839506172839506,0.48936170212765956,0.48936170212765956,0.359375,0.004109019734019734
094.tiff,human breast cancer,0,100,99,97,14.228300898357876,14.217210841392198,0.007038288288288288,0.007009317450823064,96,36,20,40,0,81,45,0.4444444444444444,0.375,0.375,0.4067796610169491,0.008365508365508366
094.tiff,human breast cancer,0,250,249,237,12.456210764065798,12.453805677259478,0.007038288288288288,0.006966912915233436,236,43,37,156,0,81,38,0.5308641975308642,0.18220338983050846,0.18220338983050846,0.2712933753943218,0.02027027027027027
094.tiff,human breast cancer,0,500,499,456,11.056640149102533,11.053337430584781,0.007038288288288288,0.006901264741735606,455,54,52,349,0,81,27,0.6666666666666666,0.11868131868131868,0.11868131868131868,0.20149253731343283,0.03852960102960103
094.tiff,human breast cancer,0,1000,999,858,9.189444106693657,9.186812547760404,0.007038288288288288,0.006782898240679377,857,66,71,720,0,81,15,0.8148148148148148,0.07701283547257877,0.07701283547257877,0.14072494669509594,0.07104649292149293
094.tiff,human breast cancer,0,2500,2499,1931,6.249092197684847,6.247341167099275,0.007038288288288288,0.0064800307575133866,1930,79,99,1752,3,81,2,0.9753086419753086,0.04093264248704663,0.04248704663212435,0.07856787667826952,0.15307271557271557
094.tiff,human breast cancer,0,5000,4999,3786,4.507305390449883,4.507265286010738,0.007038288288288288,0.005998207348721012,3785,81,101,3603,5,81,0,1.0,0.021400264200792603,0.02272126816380449,0.04190377651319193,0.29414012226512226
094.tiff,human breast cancer,0,-1,40820,15370,1.0010908296054173,,0.007038288288288288,0.0038841183346251355,15369,81,102,15186,16,81,0,1.0,0.005270349404645715,0.006311406077168326,0.010485436893203881,0.8865427927927928
094.tiff,human breast cancer,1,10,9,9,16.005298316589172,15.969099818878982,0.00704499141999142,0.007042847204554406,8,4,4,0,0,81,77,0.04938271604938271,0.5,0.5,0.0898876404494382,0.0007038288288288288
094.tiff,human breast cancer,1,25,24,24,14.740725516500488,14.638624224753753,0.00704499141999142,0.007038255386654195,23,16,6,1,0,81,65,0.19753086419753085,0.6956521739130435,0.6956521739130435,0.3076923076923077,0.0020444551694551697
094.tiff,human breast cancer,1,50,49,49,12.917656653311676,12.904496907904724,0.00704499141999142,0.007030611224926514,48,31,12,5,0,81,50,0.38271604938271603,0.6458333333333334,0.6458333333333334,0.48062015503875966,0.0042497854997855
094.tiff,human breast cancer,1,100,99,99,11.093055167005735,11.08752489936567,0.00704499141999142,0.007015356091873063,98,45,21,32,0,81,36,0.5555555555555556,0.45918367346938777,0.45918367346938777,0.5027932960893855,0.008445945945945946
094.tiff,human breast cancer,1,250,249,244,9.2198175995041,9.213889985129963,0.00704499141999142,0.006971365268632402,243,54,38,151,0,81,27,0.6666666666666666,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.02062553625053625
094.tiff,human breast cancer,1,500,499,470,8.04249446858989,8.041906857943474,0.00704499141999142,0.006903532107905693,469,66,66,337,0,81,15,0.8148148148148148,0.14072494669509594,0.14072494669509594,0.24,0.039481445731445734
094.tiff,human breast cancer,1,1000,999,894,6.836033628359015,6.833593309726357,0.00704499141999142,0.006778634368397541,893,74,82,737,0,81,7,0.9135802469135802,0.08286674132138858,0.08286674132138858,0.1519507186858316,0.07354005791505791
094.tiff,human breast cancer,1,2500,2499,2085,4.9274616346165185,4.927091618610188,0.00704499141999142,0.0064436617226284465,2084,78,96,1910,2,81,3,0.9629629629629629,0.03742802303262956,0.03838771593090211,0.0720554272517321,0.16497077434577434
094.tiff,human breast cancer,1,5000,4999,3960,3.7758380600283368,3.775782084595561,0.00704499141999142,0.0059603031375697856,3959,80,102,3777,2,81,1,0.9876543209876543,0.02020712301086133,0.02071230108613286,0.039603960396039604,0.30489194551694554
094.tiff,human breast cancer,1,-1,31226,14622,1.0003640927675006,,0.00704499141999142,0.003986849370764806,14621,81,102,14438,15,81,0,1.0,0.005539976745776623,0.0065658983653648865,0.01101890899197388,0.8582421707421708
094.tiff,human breast cancer,2,10,9,9,14.745773469062266,14.736072033102054,0.00704499141999142,0.007042847204554406,8,4,3,1,0,81,77,0.04938271604938271,0.5,0.5,0.0898876404494382,0.000744047619047619
094.tiff,human breast cancer,2,25,24,24,13.736235371480015,13.725161192323405,0.00704499141999142,0.007038255386654195,23,14,7,2,0,81,67,0.1728395061728395,0.6086956521739131,0.6086956521739131,0.2692307692307692,0.0020645645645645644
094.tiff,human breast cancer,2,50,49,49,12.231771085897835,12.13532703729893,0.00704499141999142,0.007030611224926514,48,31,11,6,0,81,50,0.38271604938271603,0.6458333333333334,0.6458333333333334,0.48062015503875966,0.004283301158301158
094.tiff,human breast cancer,2,100,99,97,10.782824501222168,10.782240355181147,0.00704499141999142,0.007015965448868438,96,41,23,32,0,81,40,0.5061728395061729,0.4270833333333333,0.4270833333333333,0.4632768361581921,0.008412430287430288
094.tiff,human breast cancer,2,250,249,230,9.440912686591748,9.439732096698318,0.00704499141999142,0.006975596566962848,229,51,35,143,0,81,30,0.6296296296296297,0.22270742358078602,0.22270742358078602,0.32903225806451614,0.019646879021879022
094.tiff,human breast cancer,2,500,499,444,8.317625982558575,8.317231683980886,0.00704499141999142,0.006911290873935632,443,59,56,328,0,81,22,0.7283950617283951,0.13318284424379231,0.13318284424379231,0.22519083969465645,0.037336443586443585
094.tiff,human breast cancer,2,1000,999,838,7.030454800877468,7.02889682189701,0.00704499141999142,0.006794955759061563,837,71,78,688,1,81,10,0.8765432098765432,0.08482676224611709,0.08602150537634409,0.15468409586056645,0.0686534749034749
094.tiff,human breast cancer,2,2500,2499,1822,5.0898517088051625,5.089676464992856,0.00704499141999142,0.006515677027060054,1821,78,96,1647,2,81,3,0.9629629629629629,0.042833607907743,0.043931905546403076,0.08201892744479496,0.14316548691548692
094.tiff,human breast cancer,2,5000,4999,3468,3.989820934723509,3.989792880341276,0.00704499141999142,0.006082212227068879,3467,81,102,3284,4,81,0,1.0,0.023363138159792327,0.02451687337755985,0.04565952649379933,0.26842020592020593
094.tiff,human breast cancer,2,-1,45791,15400,1.0005187097709216,,0.00704499141999142,0.0038819109194900216,15399,81,102,15216,18,81,0,1.0,0.005260081823495032,0.006428988895382817,0.010465116279069767,0.8850144787644788
094.tiff,human breast cancer,3,10,9,9,13.7066924718137,13.689163426478874,0.007058397683397683,0.007056245300235811,8,5,3,0,0,81,76,0.06172839506172839,0.625,0.625,0.11235955056179774,0.0007105319605319605
094.tiff,human breast cancer,3,25,24,24,12.748758377399708,12.734833372391684,0.007058397683397683,0.007051635996832315,23,17,5,1,0,81,64,0.20987654320987653,0.7391304347826086,0.7391304347826086,0.3269230769230769,0.0019908301158301158
094.tiff,human breast cancer,3,50,49,49,11.659436074891516,11.657588391670824,0.007058397683397683,0.007043962743293476,48,33,12,3,0,81,48,0.4074074074074074,0.6875,0.6875,0.5116279069767441,0.004115722865722865
094.tiff,human breast cancer,3,100,99,99,9.712359970736822,9.673423861396616,0.007058397683397683,0.007028649616232316,98,51,26,21,0,81,30,0.6296296296296297,0.5204081632653061,0.5204081632653061,0.5698324022346369,0.00842583655083655
094.tiff,human breast cancer,3,250,249,240,7.968061252954299,7.964609794062843,0.007058397683397683,0.006985705195619934,239,61,40,138,0,81,20,0.7530864197530864,0.25523012552301255,0.25523012552301255,0.38125000000000003,0.02050487987987988
094.tiff,human breast cancer,3,500,499,465,7.0625010146552345,7.06129317110319,0.007058397683397683,0.006917899882238015,464,69,60,335,0,81,12,0.8518518518518519,0.14870689655172414,0.14870689655172414,0.25321100917431194,0.039119476619476616
094.tiff,human breast cancer,3,1000,999,890,6.169170679578847,6.166414747011275,0.007058397683397683,0.006792207301981167,889,75,77,737,0,81,6,0.9259259259259259,0.0843644544431946,0.0843644544431946,0.15463917525773196,0.07257480694980695
094.tiff,human breast cancer,3,2500,2499,2041,4.611849930345266,4.61163275238985,0.007058397683397683,0.00646686031791213,2040,79,93,1868,1,81,2,0.9753086419753086,0.03872549019607843,0.0392156862745098,0.0744931636020745,0.16165942728442728
094.tiff,human breast cancer,3,5000,4999,3992,3.6297472706927993,3.6296609563771853,0.007058397683397683,0.0059619626002043,3991,80,100,3811,2,81,1,0.9876543209876543,0.020045101478326235,0.02054622901528439,0.03929273084479372,0.3079552767052767
094.tiff,human breast cancer,3,-1,29945,14363,1.000428824652819,,0.007058397683397683,0.004026563480349185,14362,81,102,14179,10,81,0,1.0,0.005639883024648378,0.0063361648795432395,0.011216506266011216,0.849809631059631
094.tiff,human breast cancer,4,10,9,9,14.745773469062266,14.736072033102054,0.00704499141999142,0.007042847204554406,8,4,3,1,0,81,77,0.04938271604938271,0.5,0.5,0.0898876404494382,0.000744047619047619
094.tiff,human breast cancer,4,25,24,24,13.736235371480015,13.725161192323405,0.00704499141999142,0.007038255386654195,23,14,7,2,0,81,67,0.1728395061728395,0.6086956521739131,0.6086956521739131,0.2692307692307692,0.0020645645645645644
094.tiff,human breast cancer,4,50,49,49,12.231771085897835,12.13532703729893,0.00704499141999142,0.007030611224926514,48,31,11,6,0,81,50,0.38271604938271603,0.6458333333333334,0.6458333333333334,0.48062015503875966,0.004283301158301158
094.tiff,human breast cancer,4,100,99,97,10.782824501222168,10.782240355181147,0.00704499141999142,0.007015965448868438,96,41,23,32,0,81,40,0.5061728395061729,0.4270833333333333,0.4270833333333333,0.4632768361581921,0.008412430287430288
094.tiff,human breast cancer,4,250,249,230,9.440912686591748,9.439732096698318,0.00704499141999142,0.006975596566962848,229,51,35,143,0,81,30,0.6296296296296297,0.22270742358078602,0.22270742358078602,0.32903225806451614,0.019646879021879022
094.tiff,human breast cancer,4,500,499,444,8.317625982558575,8.317231683980886,0.00704499141999142,0.006911290873935632,443,59,56,328,0,81,22,0.7283950617283951,0.13318284424379231,0.13318284424379231,0.22519083969465645,0.037336443586443585
094.tiff,human breast cancer,4,1000,999,838,7.030454800877468,7.02889682189701,0.00704499141999142,0.006794955759061563,837,71,78,688,1,81,10,0.8765432098765432,0.08482676224611709,0.08602150537634409,0.15468409586056645,0.0686534749034749
094.tiff,human breast cancer,4,2500,2499,1822,5.0898517088051625,5.089676464992856,0.00704499141999142,0.006515677027060054,1821,78,96,1647,2,81,3,0.9629629629629629,0.042833607907743,0.043931905546403076,0.08201892744479496,0.14316548691548692
094.tiff,human breast cancer,4,5000,4999,3468,3.989820934723509,3.989792880341276,0.00704499141999142,0.006082212227068879,3467,81,102,3284,4,81,0,1.0,0.023363138159792327,0.02451687337755985,0.04565952649379933,0.26842020592020593
094.tiff,human breast cancer,4,-1,45791,15400,1.0005187097709216,,0.00704499141999142,0.0038819109194900216,15399,81,102,15216,18,81,0,1.0,0.005260081823495032,0.006428988895382817,0.010465116279069767,0.8850144787644788
201.tiff,canine lung cancer,0,10,9,8,6.471954174049799,6.427751117830182,0.0014296037955195274,0.0014292431812988418,7,3,0,4,0,17,14,0.17647058823529413,0.42857142857142855,0.42857142857142855,0.25,0.0006362522386652842
201.tiff,canine lung cancer,0,25,24,23,6.037355749819852,6.001614747473656,0.0014296037955195274,0.0014283421762502886,22,5,1,16,0,17,12,0.29411764705882354,0.22727272727272727,0.22727272727272727,0.25641025641025644,0.0018930467841769567
201.tiff,canine lung cancer,0,50,49,48,5.650079722577973,5.638448487015071,0.0014296037955195274,0.0014268421836846068,47,10,5,32,0,17,7,0.5882352941176471,0.2127659574468085,0.2127659574468085,0.3125,0.00406887234109404
201.tiff,canine lung cancer,0,100,99,98,5.2397211187846295,5.230236157883531,0.0014296037955195274,0.0014238484960610801,97,12,12,73,0,17,5,0.7058823529411765,0.12371134020618557,0.12371134020618557,0.2105263157894737,0.008459798284475446
201.tiff,canine lung cancer,0,250,249,247,4.682725852738194,4.681292926258616,0.0014296037955195274,0.0014149768672188578,246,14,27,205,0,17,3,0.8235294117647058,0.056910569105691054,0.056910569105691054,0.10646387832699619,0.02141263706915512
201.tiff,canine lung cancer,0,500,499,486,4.2838127492004805,4.281694120674561,0.0014296037955195274,0.0014009001155721264,485,16,34,435,0,17,1,0.9411764705882353,0.032989690721649485,0.032989690721649485,0.06374501992031872,0.042330411286015016
201.tiff,canine lung cancer,0,1000,999,959,3.8283773155407332,3.8282114387254342,0.0014296037955195274,0.0013735888902357291,958,17,37,904,0,17,0,1.0,0.017745302713987474,0.017745302713987474,0.03487179487179487,0.08250070694693185
201.tiff,canine lung cancer,0,2500,2499,2346,3.234430457902176,3.2340219959790573,0.0014296037955195274,0.0012975197868210317,2345,17,45,2283,0,17,0,1.0,0.007249466950959489,0.007249466950959489,0.014394580863674853,0.1965155371225689
201.tiff,canine lung cancer,0,5000,4999,4420,2.689677173392343,2.689640376774865,0.0014296037955195274,0.0011940764132429024,4419,17,48,4354,0,17,0,1.0,0.003847024213622992,0.003847024213622992,0.007664562669071236,0.3578643918685393
201.tiff,canine lung cancer,0,-1,21744,12974,1.000227066231744,,0.0014296037955195274,0.0008702722942589482,12973,17,49,12907,0,17,0,1.0,0.0013104139366376321,0.0013104139366376321,0.0026173979984603544,0.8468438746975838
201.tiff,canine lung cancer,1,10,9,8,6.471954174049799,6.427751117830182,0.0014296037955195274,0.0014292431812988418,7,3,0,4,0,17,14,0.17647058823529413,0.42857142857142855,0.42857142857142855,0.25,0.0006362522386652842
201.tiff,canine lung cancer,1,25,24,23,6.037355749819852,6.001614747473656,0.0014296037955195274,0.0014283421762502886,22,5,1,16,0,17,12,0.29411764705882354,0.22727272727272727,0.22727272727272727,0.25641025641025644,0.0018930467841769567
201.tiff,canine lung cancer,1,50,49,48,5.650079722577973,5.638448487015071,0.0014296037955195274,0.0014268421836846068,47,10,5,32,0,17,7,0.5882352941176471,0.2127659574468085,0.2127659574468085,0.3125,0.00406887234109404
201.tiff,canine lung cancer,1,100,99,98,5.2397211187846295,5.230236157883531,0.0014296037955195274,0.0014238484960610801,97,12,12,73,0,17,5,0.7058823529411765,0.12371134020618557,0.12371134020618557,0.2105263157894737,0.008459798284475446
201.tiff,canine lung cancer,1,250,249,247,4.682725852738194,4.681292926258616,0.0014296037955195274,0.0014149768672188578,246,14,27,205,0,17,3,0.8235294117647058,0.056910569105691054,0.056910569105691054,0.10646387832699619,0.02141263706915512
201.tiff,canine lung cancer,1,500,499,486,4.2838127492004805,4.281694120674561,0.0014296037955195274,0.0014009001155721264,485,16,34,435,0,17,1,0.9411764705882353,0.032989690721649485,0.032989690721649485,0.06374501992031872,0.042330411286015016
201.tiff,canine lung cancer,1,1000,999,959,3.8283773155407332,3.8282114387254342,0.0014296037955195274,0.0013735888902357291,958,17,37,904,0,17,0,1.0,0.017745302713987474,0.017745302713987474,0.03487179487179487,0.08250070694693185
201.tiff,canine lung cancer,1,2500,2499,2346,3.234430457902176,3.2340219959790573,0.0014296037955195274,0.0012975197868210317,2345,17,45,2283,0,17,0,1.0,0.007249466950959489,0.007249466950959489,0.014394580863674853,0.1965155371225689
201.tiff,canine lung cancer,1,5000,4999,4420,2.689677173392343,2.689640376774865,0.0014296037955195274,0.0011940764132429024,4419,17,48,4354,0,17,0,1.0,0.003847024213622992,0.003847024213622992,0.007664562669071236,0.3578643918685393
201.tiff,canine lung cancer,1,-1,21744,12974,1.000227066231744,,0.0014296037955195274,0.0008702722942589482,12973,17,49,12907,0,17,0,1.0,0.0013104139366376321,0.0013104139366376321,0.0026173979984603544,0.8468438746975838
