subset,domain,file_name,pair,K,delta_tp_s0,delta_tp_s1,delta_tp_s2,delta_tp_sum
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_2 - default_51,10,0,-1,1,0
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,canine soft tissue sarcoma,499.tiff,fill_alpha_2 - default_51,30,0,0,2,2
original_14,human breast cancer,013.tiff,fill_alpha_2 - default_51,10,0,0,-1,-1
original_14,human breast cancer,013.tiff,fill_alpha_2 - default_51,20,0,0,0,0
original_14,human breast cancer,013.tiff,fill_alpha_2 - default_51,30,0,0,0,0
original_14,human breast cancer,094.tiff,fill_alpha_2 - default_51,10,0,0,0,0
original_14,human breast cancer,094.tiff,fill_alpha_2 - default_51,20,0,0,0,0
original_14,human breast cancer,094.tiff,fill_alpha_2 - default_51,30,0,0,1,1
testing_35,human breast cancer,007.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human breast cancer,007.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,human breast cancer,007.tiff,fill_alpha_2 - default_51,30,-1,0,0,-1
testing_35,human breast cancer,072.tiff,fill_alpha_2 - default_51,10,0,-1,0,-1
testing_35,human breast cancer,072.tiff,fill_alpha_2 - default_51,20,1,0,0,1
testing_35,human breast cancer,072.tiff,fill_alpha_2 - default_51,30,1,1,0,2
testing_35,human breast cancer,100.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human breast cancer,100.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,human breast cancer,100.tiff,fill_alpha_2 - default_51,30,1,0,0,1
testing_35,human breast cancer,123.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human breast cancer,123.tiff,fill_alpha_2 - default_51,20,1,1,0,2
testing_35,human breast cancer,123.tiff,fill_alpha_2 - default_51,30,3,0,1,4
testing_35,human breast cancer,128.tiff,fill_alpha_2 - default_51,10,1,0,0,1
testing_35,human breast cancer,128.tiff,fill_alpha_2 - default_51,20,-1,2,-1,0
testing_35,human breast cancer,128.tiff,fill_alpha_2 - default_51,30,-1,3,-1,1
original_14,human melanoma,529.tiff,fill_alpha_2 - default_51,10,0,0,0,0
original_14,human melanoma,529.tiff,fill_alpha_2 - default_51,20,1,0,0,1
original_14,human melanoma,529.tiff,fill_alpha_2 - default_51,30,1,0,0,1
original_14,human melanoma,548.tiff,fill_alpha_2 - default_51,10,0,0,0,0
original_14,human melanoma,548.tiff,fill_alpha_2 - default_51,20,1,1,1,3
original_14,human melanoma,548.tiff,fill_alpha_2 - default_51,30,1,0,1,2
testing_35,human melanoma,509.tiff,fill_alpha_2 - default_51,10,0,1,0,1
testing_35,human melanoma,509.tiff,fill_alpha_2 - default_51,20,0,0,1,1
testing_35,human melanoma,509.tiff,fill_alpha_2 - default_51,30,0,2,1,3
testing_35,human melanoma,524.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human melanoma,524.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,human melanoma,524.tiff,fill_alpha_2 - default_51,30,0,-1,0,-1
testing_35,human melanoma,527.tiff,fill_alpha_2 - default_51,10,0,1,1,2
testing_35,human melanoma,527.tiff,fill_alpha_2 - default_51,20,2,0,1,3
testing_35,human melanoma,527.tiff,fill_alpha_2 - default_51,30,1,1,1,3
testing_35,human melanoma,546.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human melanoma,546.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,human melanoma,546.tiff,fill_alpha_2 - default_51,30,0,-1,0,-1
testing_35,human melanoma,549.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human melanoma,549.tiff,fill_alpha_2 - default_51,20,0,-2,0,-2
testing_35,human melanoma,549.tiff,fill_alpha_2 - default_51,30,0,-3,0,-3
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_2 - default_51,10,-1,0,0,-1
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_2 - default_51,20,-1,0,0,-1
original_14,human neuroendocrine tumor,402.tiff,fill_alpha_2 - default_51,30,-1,-1,0,-2
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_2 - default_51,10,0,0,-1,-1
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_2 - default_51,20,0,3,-1,2
original_14,human neuroendocrine tumor,403.tiff,fill_alpha_2 - default_51,30,-2,1,-1,-2
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_2 - default_51,20,0,-1,-1,-2
testing_35,human neuroendocrine tumor,353.tiff,fill_alpha_2 - default_51,30,1,-1,-2,-2
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_2 - default_51,10,0,-1,0,-1
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_2 - default_51,20,0,-1,0,-1
testing_35,human neuroendocrine tumor,364.tiff,fill_alpha_2 - default_51,30,0,-1,0,-1
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,human neuroendocrine tumor,400.tiff,fill_alpha_2 - default_51,30,1,0,-1,0
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_2 - default_51,10,0,0,0,0
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_2 - default_51,20,0,0,0,0
testing_35,human neuroendocrine tumor,401.tiff,fill_alpha_2 - default_51,30,0,1,0,1
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_2 - default_51,10,0,0,-1,-1
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_2 - default_51,20,0,1,1,2
testing_35,human neuroendocrine tumor,404.tiff,fill_alpha_2 - default_51,30,0,2,0,2
