z,K,n_pairs,n_roi,n_seed,allseed_mean,allseed_lo,allseed_hi,allseed_p,seed0,seed_min,seed_max,seed_sd,seed0_rank_of_n
1.0,25,70,14,5,0.02857142857142858,-0.0401726532287201,0.09731551037157726,0.38557050642678403,0.06571428571428573,-7.93016446160826e-18,0.06571428571428573,0.023647064796066937,1
1.0,50,70,14,5,0.014000000000000002,-0.03119160850105378,0.05919160850105379,0.5150371817687044,0.05285714285714286,-0.012857142857142841,0.05285714285714286,0.0244615483348617,1
1.0,75,70,14,5,0.026285714285714284,-0.011122219312411138,0.0636936478838397,0.15294172865397085,0.05999999999999999,0.011428571428571425,0.05999999999999999,0.019663841605003497,1
1.0,100,70,14,5,0.024285714285714282,-0.00593860638705904,0.05451003495848761,0.10620715560743929,0.05357142857142857,0.004999999999999998,0.05357142857142857,0.017928429140015904,1
1.0,150,70,14,5,0.027047619047619046,0.005092940007872922,0.04900229808736517,0.019577829294497532,0.04238095238095237,0.013809523809523815,0.04238095238095237,0.010845231561338261,1
1.0,200,70,14,5,0.027357142857142858,0.009563016654335784,0.04515126905994993,0.0055158419293424256,0.039999999999999994,0.018928571428571427,0.039999999999999994,0.008099351195985907,1
1.0,250,70,14,5,0.022,0.007601752854916793,0.036398247145083204,0.005737057740965761,0.03257142857142857,0.01428571428571429,0.03257142857142857,0.007553888037944163,1
1.0,300,70,14,5,0.021523809523809525,0.007611273787833828,0.03543634525978522,0.0052989521300438325,0.029285714285714293,0.015000000000000005,0.029285714285714293,0.006528326555791127,1
1.0,400,70,14,5,0.01671428571428572,0.0047089549369407745,0.028719616491630663,0.010087449029432802,0.021249999999999998,0.011785714285714287,0.021249999999999998,0.004185205356676182,1
1.0,500,70,14,5,0.013200000000000003,0.0037268063831986716,0.022673193616801333,0.01003866213555354,0.016000000000000004,0.00985714285714286,0.016000000000000004,0.002953033721999346,1
1.0,750,70,14,5,0.008838095238095239,0.002196989958324227,0.01547920051786625,0.013016290236464684,0.011714285714285714,0.006380952380952381,0.011714285714285714,0.002276170551815565,1
1.0,1000,70,14,5,0.0058,0.0009523114041645846,0.010647688595835415,0.022651080623670355,0.007999999999999998,0.004214285714285716,0.007999999999999998,0.0014199741302616186,1
1.0,1500,70,14,5,0.003695238095238096,0.0005564145148705159,0.006834061675605676,0.0244995685879924,0.004666666666666665,0.003000000000000002,0.004666666666666665,0.0007726915000147281,1
1.0,2000,70,14,5,0.002464285714285715,0.0001493636636488234,0.004779207764922607,0.03867604133874002,0.003321428571428572,0.0020357142857142865,0.003321428571428572,0.0005601566836199327,1
1.0,3000,70,14,5,0.0012476190476190482,6.694678241243499e-05,0.002428291312825661,0.0399065403968176,0.0016190476190476196,0.0010476190476190479,0.0016190476190476196,0.0002211852221427352,1
1.0,5000,70,14,5,0.0003742857142857143,2.369301465907634e-06,0.000746202127105521,0.04875657755998132,0.0004714285714285718,0.0002714285714285715,0.0004714285714285718,7.450517034517323e-05,1
1.0,10000,70,14,5,7.142857142857063e-06,-4.656537519253225e-05,6.085108947824638e-05,0.7783995529206061,-1.858632295689436e-19,-1.858632295689436e-19,1.4285714285714138e-05,5.050762722761067e-06,5
1.5,10,70,14,5,0.009999999999999998,-0.06480309147997304,0.08480309147997303,0.7772826647792856,0.06428571428571428,-0.02857142857142858,0.06428571428571428,0.03931816841292253,1
1.5,25,70,14,5,0.02857142857142858,-0.0401726532287201,0.09731551037157726,0.38557050642678403,0.06571428571428573,-7.93016446160826e-18,0.06571428571428573,0.023647064796066937,1
1.5,50,70,14,5,0.014571428571428574,-0.030926536551291066,0.06006939369414822,0.5011766762779861,0.05285714285714286,-0.012857142857142841,0.05285714285714286,0.024294116193692927,1
1.5,75,70,14,5,0.02685714285714285,-0.010796683016725102,0.06451096873101081,0.147319890320125,0.05999999999999999,0.011428571428571425,0.05999999999999999,0.019441172384233138,1
1.5,100,70,14,5,0.024428571428571428,-0.005952548740989022,0.05480969159813188,0.10598919406228646,0.05357142857142857,0.004999999999999998,0.05357142857142857,0.01792415995811468,1
1.5,150,70,14,5,0.02733333333333333,0.005297154094679821,0.04936951257198684,0.018912130628799796,0.04285714285714286,0.013809523809523815,0.04285714285714286,0.010908816048210554,1
1.5,200,70,14,5,0.0275,0.009579297352230717,0.04542070264776928,0.005582425339586039,0.039999999999999994,0.018928571428571427,0.039999999999999994,0.008077273484213315,1
1.5,250,70,14,5,0.022228571428571427,0.007559945890143355,0.0368971969669995,0.006045097607306545,0.032857142857142856,0.01428571428571429,0.032857142857142856,0.007664921422178003,1
1.5,300,70,14,5,0.02152380952380953,0.007580995944320542,0.03546662310329851,0.0053734324626084655,0.029285714285714293,0.015000000000000005,0.029285714285714293,0.006425484267552321,1
1.5,400,70,14,5,0.01675,0.004778875588105585,0.028721124411894415,0.00979982508878084,0.02107142857142857,0.011785714285714287,0.02107142857142857,0.004005735683659986,1
1.5,500,70,14,5,0.013342857142857146,0.003838267968405012,0.02284744631730928,0.009612943664258078,0.016000000000000004,0.010142857142857146,0.016000000000000004,0.0028222873918949108,1
1.5,750,70,14,5,0.008933333333333333,0.0021838557093026767,0.01568281095736399,0.013413657078090016,0.011904761904761904,0.006380952380952383,0.011904761904761904,0.0022950207365960524,1
1.5,1000,70,14,5,0.005842857142857143,0.0009862518858924241,0.010699462399821861,0.02204425980493728,0.007999999999999998,0.004214285714285716,0.007999999999999998,0.0014127697502944118,1
1.5,1500,70,14,5,0.0037238095238095246,0.0005765679560173222,0.0068710510916017275,0.02391299556451389,0.004761904761904761,0.003047619047619049,0.004761904761904761,0.0007740109627915754,1
1.5,2000,70,14,5,0.002500000000000001,0.00017519640418571644,0.004824803595814286,0.03703010161232299,0.0034285714285714293,0.002035714285714286,0.0034285714285714293,0.0006013377943029549,1
1.5,3000,70,14,5,0.0012666666666666672,7.690023193626747e-05,0.002456433101397067,0.038658586232284756,0.0016428571428571434,0.0009761904761904762,0.0016428571428571434,0.00023951954933255812,1
1.5,5000,70,14,5,0.00037714285714285714,6.651530099387008e-06,0.0007476341841863273,0.046569793316528045,0.0004714285714285718,0.00031428571428571383,0.0004714285714285718,7.042147167923585e-05,1
1.5,10000,70,14,5,2.2857142857142787e-05,-2.6314545617122923e-05,7.20288313314085e-05,0.3335930319822028,1.4285714285714075e-05,7.142857142857223e-06,4.999999999999982e-05,1.6288220358559047e-05,4
2.0,10,70,14,5,0.009999999999999998,-0.06480309147997304,0.08480309147997303,0.7772826647792856,0.06428571428571428,-0.02857142857142858,0.06428571428571428,0.03931816841292253,1
2.0,25,70,14,5,0.029714285714285717,-0.03892740178574235,0.09835597321431379,0.3667321204746956,0.06857142857142859,0.0028571428571428437,0.06857142857142859,0.023955741504290966,1
2.0,50,70,14,5,0.01571428571428572,-0.030284643606347073,0.061713215034918514,0.47360844830073323,0.05285714285714286,-0.012857142857142841,0.05285714285714286,0.023840456097540905,1
2.0,75,70,14,5,0.027238095238095235,-0.009941592659408069,0.06441778313559854,0.13750476045079535,0.05999999999999999,0.012380952380952376,0.05999999999999999,0.019126029087663008,1
2.0,100,70,14,5,0.02528571428571429,-0.004719761668695439,0.05529119024012402,0.09176478612613359,0.05357142857142857,0.0064285714285714285,0.05357142857142857,0.01748614611978434,1
2.0,150,70,14,5,0.027428571428571424,0.00542144890175425,0.0494356939553886,0.018453344800604312,0.04333333333333333,0.01428571428571429,0.04333333333333333,0.010986489332166345,1
2.0,200,70,14,5,0.02792857142857143,0.010079970976084193,0.04577717188105867,0.004924028660622897,0.04071428571428571,0.019285714285714285,0.04071428571428571,0.008289254169940596,1
2.0,250,70,14,5,0.022685714285714285,0.007872984417988374,0.0374984441534402,0.0056533255747908935,0.03371428571428571,0.014857142857142862,0.03371428571428571,0.007723803652161469,1
2.0,300,70,14,5,0.021904761904761903,0.007874407633481427,0.03593511617604238,0.004996274180567245,0.030476190476190473,0.01595238095238096,0.030476190476190473,0.006395417151696804,1
2.0,400,70,14,5,0.017107142857142855,0.005058919885692856,0.029155365828592857,0.008992281252218645,0.021607142857142856,0.012142857142857141,0.021607142857142856,0.004179105582464716,1
2.0,500,70,14,5,0.013571428571428573,0.004204746969510077,0.02293811017334707,0.007970199933463911,0.01671428571428572,0.010000000000000004,0.01671428571428572,0.0032150792671219717,1
2.0,750,70,14,5,0.008971428571428573,0.002287965888259083,0.015654891254598062,0.012409516313278421,0.012,0.006285714285714288,0.012,0.002373703250236095,1
2.0,1000,70,14,5,0.005971428571428571,0.0011129906715897676,0.010829866471267375,0.019811930291144163,0.008142857142857143,0.004642857142857145,0.008142857142857143,0.0013595842701925834,1
2.0,1500,70,14,5,0.003780952380952382,0.0006095918501931139,0.006952312911711649,0.023046680049711575,0.004904761904761904,0.003047619047619049,0.004904761904761904,0.0008141325391993735,1
2.0,2000,70,14,5,0.0025285714285714295,0.00024467293224004257,0.0048124699249028164,0.03258063894409699,0.003392857142857143,0.0021071428571428578,0.003392857142857143,0.0005477225575051658,1
2.0,3000,70,14,5,0.0012571428571428577,7.353689797986811e-05,0.002440748816305847,0.039048653155214635,0.0016428571428571438,0.0009761904761904762,0.0016428571428571438,0.0002453652005331099,1
2.0,5000,70,14,5,0.0004114285714285717,2.49245789298548e-05,0.0007979325639272887,0.03868144686677335,0.0005428571428571432,0.00035714285714285703,0.0005428571428571432,8.231348737650256e-05,1
2.0,10000,70,14,5,2.2857142857142807e-05,-2.0316302215703448e-05,6.603058792998907e-05,0.2733497896981924,4.285714285714272e-05,1.2390881971262907e-19,4.285714285714272e-05,1.5485345277627617e-05,1
2.5,10,70,14,5,0.009999999999999998,-0.06480309147997304,0.08480309147997303,0.7772826647792856,0.06428571428571428,-0.02857142857142858,0.06428571428571428,0.03931816841292253,1
2.5,25,70,14,5,0.03142857142857143,-0.03733341369760121,0.10019055655474407,0.34145699373681926,0.06857142857142859,0.005714285714285704,0.06857142857142859,0.023035022137995867,1
2.5,50,70,14,5,0.017142857142857147,-0.029255412550189444,0.06354112683590374,0.43909552890097425,0.05285714285714286,-0.012857142857142841,0.05285714285714286,0.023733211036908782,1
2.5,75,70,14,5,0.028190476190476186,-0.009493606154052887,0.06587455853500526,0.13006660655384392,0.05999999999999999,0.013333333333333327,0.05999999999999999,0.018730696790764983,1
2.5,100,70,14,5,0.02685714285714286,-0.003552782757462833,0.057267068471748554,0.0787258403001942,0.05357142857142857,0.007857142857142858,0.05357142857142857,0.016778873986203542,1
2.5,150,70,14,5,0.028952380952380955,0.006674074563091478,0.05123068734167043,0.014813601333919776,0.04523809523809524,0.015238095238095236,0.04523809523809524,0.011325927952752026,1
2.5,200,70,14,5,0.02864285714285714,0.01049060733166042,0.04679510695405386,0.0046619596540672815,0.04107142857142857,0.020357142857142848,0.04107142857142857,0.0079153686726829,1
2.5,250,70,14,5,0.023828571428571425,0.008373227475820906,0.03928391538132194,0.00541718096512361,0.03457142857142857,0.016571428571428563,0.03457142857142857,0.007644125395440901,1
2.5,300,70,14,5,0.02247619047619048,0.008147971273000874,0.03680440967938008,0.004844587420537418,0.030952380952380957,0.016190476190476196,0.030952380952380957,0.006367879287589801,1
2.5,400,70,14,5,0.017499999999999998,0.0055770369056317316,0.029422963094368267,0.007369164693773133,0.021785714285714287,0.012321428571428572,0.021785714285714287,0.004120707414005116,1
2.5,500,70,14,5,0.013885714285714288,0.0044084378489038355,0.02336299072252474,0.007449200736048113,0.017000000000000005,0.010142857142857146,0.017000000000000005,0.003159695154502687,1
2.5,750,70,14,5,0.009238095238095238,0.002662735971388017,0.015813454504802458,0.009568156425555014,0.01238095238095238,0.0065714285714285735,0.01238095238095238,0.0024439290324488245,1
2.5,1000,70,14,5,0.0060857142857142854,0.0012332217940993614,0.01093820677732921,0.01787040049443235,0.008285714285714285,0.004714285714285717,0.008285714285714285,0.0014154756898553309,1
2.5,1500,70,14,5,0.003723809523809524,0.000675164838405047,0.006772454209214001,0.020442098274377762,0.004857142857142856,0.002904761904761905,0.004857142857142856,0.0009352022105422837,1
2.5,2000,70,14,5,0.002464285714285715,0.0003813192916775625,0.004547252136893868,0.023925940933239867,0.003392857142857143,0.001964285714285715,0.003392857142857143,0.0005742119711004829,1
2.5,3000,70,14,5,0.0012809523809523809,0.00016430342433103838,0.0023976013375737234,0.027701431985271485,0.001595238095238095,0.001142857142857143,0.001595238095238095,0.00019225361179225092,1
2.5,5000,70,14,5,0.0003228571428571427,-1.3716226661884454e-05,0.0006594305123761698,0.058682140138170455,0.0003857142857142862,0.0002571428571428569,0.0003857142857142862,6.194138111051102e-05,1
2.5,10000,70,14,5,1.42857142857142e-06,-1.6576695092300095e-06,4.514812366372849e-06,0.3355612778654228,0.0,-7.1428571428570995e-06,1.4285714285714199e-05,7.824607964359469e-06,4
3.0,10,70,14,5,0.011428571428571423,-0.06142441719388782,0.08428156005103067,0.740096216932919,0.06428571428571428,-0.02857142857142858,0.06428571428571428,0.038992411611303374,1
3.0,25,70,14,5,0.033142857142857134,-0.03548516624088149,0.10177088052659575,0.31581541491708126,0.07142857142857142,0.005714285714285704,0.07142857142857142,0.024125522094382346,1
3.0,50,70,14,5,0.019714285714285715,-0.02692244960626893,0.06635102103484036,0.37774675786486744,0.05428571428571428,-0.01285714285714284,0.05428571428571428,0.023955741504290945,1
3.0,75,70,14,5,0.028380952380952378,-0.009234802258240627,0.06599670702014539,0.1270819547574128,0.06,0.012380952380952376,0.06,0.01898083530415712,1
3.0,100,70,14,5,0.02785714285714286,-0.0019592277608590884,0.05767351347514481,0.06466984544868892,0.05357142857142857,0.007142857142857145,0.05357142857142857,0.016743868813901486,1
3.0,150,70,14,5,0.030000000000000002,0.007519366081489523,0.05248063391851048,0.012820061905336586,0.04666666666666667,0.018095238095238098,0.04666666666666667,0.011177804375529048,1
3.0,200,70,14,5,0.030571428571428572,0.01109685885643279,0.05004599828642435,0.004821577754009617,0.04321428571428571,0.022499999999999992,0.04321428571428571,0.008107221522588769,1
3.0,250,70,14,5,0.025885714285714286,0.0098903448888626,0.041881083682565975,0.003942825250961639,0.03685714285714286,0.018285714285714287,0.03685714285714286,0.007694684091326047,1
3.0,300,70,14,5,0.023619047619047623,0.009200997571201745,0.038037097666893505,0.0036319622082735124,0.03166666666666666,0.01666666666666667,0.03166666666666666,0.0067875937246883395,1
3.0,400,70,14,5,0.018321428571428572,0.006540943149191476,0.030101913993665668,0.0051224510257998155,0.023392857142857142,0.013035714285714286,0.023392857142857142,0.0042269030251087455,1
3.0,500,70,14,5,0.014428571428571431,0.00524145726519833,0.023615685591944532,0.00480738866986441,0.018000000000000006,0.00985714285714286,0.018000000000000006,0.0033365630611790474,1
3.0,750,70,14,5,0.009371428571428572,0.003187014213398419,0.015555842929458726,0.00604640531312976,0.011142857142857145,0.006761904761904763,0.011142857142857145,0.0020730426114612876,1
3.0,1000,70,14,5,0.005985714285714286,0.00164308114001216,0.010328347431416411,0.01068608042188301,0.007428571428571426,0.0045714285714285735,0.007428571428571426,0.0011433034842695323,1
3.0,1500,70,14,5,0.0032952380952380967,0.0008325842328636489,0.005757891957612544,0.012630043180039477,0.0036666666666666688,0.0024285714285714297,0.0041904761904761915,0.0006788011307125893,2
3.0,2000,70,14,5,0.0019642857142857153,0.0004497219991553157,0.0034788494294161146,0.014976575338723786,0.002214285714285715,0.0015357142857142863,0.0022857142857142863,0.0003359801378969069,2
3.0,3000,70,14,5,0.0007809523809523807,3.0923901070002008e-06,0.0015588123717977611,0.04922060617587678,0.0006190476190476189,0.0004761904761904758,0.0010714285714285721,0.0002459421239736521,4
3.0,5000,70,14,5,0.00010000000000000005,-9.841507001832772e-05,0.00029841507001832784,0.2960097814762036,2.8571428571428893e-05,-1.4285714285714262e-05,0.00021428571428571392,0.00010251928638862364,4
3.0,10000,70,14,5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5
