file_name,image_id,tumor_type,mpp,seed_index,seed_ann_id,base_size,n_retries,map_median,mad_scale,deep_floor,n_pool,pad_px,nms_radius_px,match_radius_px,z_max,deep_recall,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,read_50,read_80,read_90,read_95,read_99,read_100,axis,op_point,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.30237,250,250,54,23,0.4153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.30237,500,500,67,32,0.5153846153846153
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.30237,1000,1000,88,43,0.676923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.30237,2000,2000,103,53,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.30237,5000,5000,118,75,0.9076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,116.0,933.0,4212.0,7872.0,12552.0,16104.0,chromatin_od,grid,-0.30237,25,25,21,2,0.16153846153846155
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,116.0,933.0,4212.0,7872.0,12552.0,16104.0,chromatin_od,grid,-0.30237,50,50,41,4,0.3153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,116.0,933.0,4212.0,7872.0,12552.0,16104.0,chromatin_od,grid,-0.30237,100,100,60,11,0.46153846153846156
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,116.0,933.0,4212.0,7872.0,12552.0,16104.0,chromatin_od,grid,-0.30237,250,250,83,34,0.6384615384615384
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,116.0,933.0,4212.0,7872.0,12552.0,16104.0,chromatin_od,grid,-0.30237,500,500,95,45,0.7307692307692307
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,116.0,933.0,4212.0,7872.0,12552.0,16104.0,chromatin_od,grid,-0.30237,1000,1000,104,62,0.8
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,116.0,933.0,4212.0,7872.0,12552.0,16104.0,chromatin_od,grid,-0.30237,2000,2000,112,72,0.8615384615384616
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,-0.5,True,False,130,90,17988,0.9646,90,2,0.0,1.0,116.0,933.0,4212.0,7872.0,12552.0,16104.0,chromatin_od,grid,-0.30237,5000,5000,117,82,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.05077,25,25,14,6,0.1076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.05077,50,50,24,10,0.18461538461538463
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.05077,100,100,40,14,0.3076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.05077,250,250,54,23,0.4153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.05077,500,500,67,32,0.5153846153846153
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.05077,1000,1000,88,43,0.676923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.05077,2000,2000,103,53,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,-0.05077,5000,5000,118,75,0.9076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,116.0,932.0,4204.0,7855.0,12500.0,16027.0,chromatin_od,grid,-0.05077,25,25,21,2,0.16153846153846155
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,116.0,932.0,4204.0,7855.0,12500.0,16027.0,chromatin_od,grid,-0.05077,50,50,41,4,0.3153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,116.0,932.0,4204.0,7855.0,12500.0,16027.0,chromatin_od,grid,-0.05077,100,100,60,11,0.46153846153846156
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,116.0,932.0,4204.0,7855.0,12500.0,16027.0,chromatin_od,grid,-0.05077,250,250,84,34,0.6461538461538462
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,116.0,932.0,4204.0,7855.0,12500.0,16027.0,chromatin_od,grid,-0.05077,500,500,95,45,0.7307692307692307
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,116.0,932.0,4204.0,7855.0,12500.0,16027.0,chromatin_od,grid,-0.05077,1000,1000,104,62,0.8
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,116.0,932.0,4204.0,7855.0,12500.0,16027.0,chromatin_od,grid,-0.05077,2000,2000,112,72,0.8615384615384616
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.0,True,False,130,90,17907,0.9634,90,2,0.0,1.0,116.0,932.0,4204.0,7855.0,12500.0,16027.0,chromatin_od,grid,-0.05077,5000,5000,117,82,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.20084,25,25,14,6,0.1076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.20084,50,50,24,10,0.18461538461538463
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.20084,100,100,40,14,0.3076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.20084,250,250,54,23,0.4153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.20084,500,500,67,32,0.5153846153846153
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.20084,1000,1000,88,43,0.676923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.20084,2000,2000,103,53,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.20084,5000,5000,118,75,0.9076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,116.0,928.0,4177.0,7776.0,12269.0,15557.0,chromatin_od,grid,0.20084,25,25,21,2,0.16153846153846155
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,116.0,928.0,4177.0,7776.0,12269.0,15557.0,chromatin_od,grid,0.20084,50,50,41,4,0.3153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,116.0,928.0,4177.0,7776.0,12269.0,15557.0,chromatin_od,grid,0.20084,100,100,60,11,0.46153846153846156
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,116.0,928.0,4177.0,7776.0,12269.0,15557.0,chromatin_od,grid,0.20084,250,250,84,34,0.6461538461538462
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,116.0,928.0,4177.0,7776.0,12269.0,15557.0,chromatin_od,grid,0.20084,500,500,95,45,0.7307692307692307
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,116.0,928.0,4177.0,7776.0,12269.0,15557.0,chromatin_od,grid,0.20084,1000,1000,104,62,0.8
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,116.0,928.0,4177.0,7776.0,12269.0,15557.0,chromatin_od,grid,0.20084,2000,2000,112,73,0.8615384615384616
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,0.5,True,False,130,90,17234,0.9528,90,2,0.0,1.0,116.0,928.0,4177.0,7776.0,12269.0,15557.0,chromatin_od,grid,0.20084,5000,5000,117,82,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.45244,25,25,14,6,0.1076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.45244,50,50,24,10,0.18461538461538463
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.45244,100,100,40,14,0.3076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.45244,250,250,54,23,0.4153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.45244,500,500,67,32,0.5153846153846153
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.45244,1000,1000,88,43,0.676923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.45244,2000,2000,103,53,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.45244,5000,5000,118,75,0.9076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,116.0,923.0,4146.0,7668.0,11918.0,14721.0,chromatin_od,grid,0.45244,25,25,21,2,0.16153846153846155
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,116.0,923.0,4146.0,7668.0,11918.0,14721.0,chromatin_od,grid,0.45244,50,50,41,4,0.3153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,116.0,923.0,4146.0,7668.0,11918.0,14721.0,chromatin_od,grid,0.45244,100,100,60,11,0.46153846153846156
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,116.0,923.0,4146.0,7668.0,11918.0,14721.0,chromatin_od,grid,0.45244,250,250,84,34,0.6461538461538462
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,116.0,923.0,4146.0,7668.0,11918.0,14721.0,chromatin_od,grid,0.45244,500,500,95,45,0.7307692307692307
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,116.0,923.0,4146.0,7668.0,11918.0,14721.0,chromatin_od,grid,0.45244,1000,1000,104,62,0.8
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,116.0,923.0,4146.0,7668.0,11918.0,14721.0,chromatin_od,grid,0.45244,2000,2000,112,73,0.8615384615384616
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.0,True,False,130,90,15834,0.9214,90,2,0.0,1.0,116.0,923.0,4146.0,7668.0,11918.0,14721.0,chromatin_od,grid,0.45244,5000,5000,117,82,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.70405,25,25,14,6,0.1076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.70405,50,50,24,10,0.18461538461538463
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.70405,100,100,40,14,0.3076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.70405,250,250,54,23,0.4153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.70405,500,500,67,32,0.5153846153846153
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.70405,1000,1000,88,43,0.676923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.70405,2000,2000,103,53,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,tm_score,score,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,439.0,2464.0,4753.0,8076.0,11965.0,12838.0,tm_score,grid,0.70405,5000,5000,118,75,0.9076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,116.0,917.0,4106.0,7522.0,11431.0,13695.0,chromatin_od,grid,0.70405,25,25,21,2,0.16153846153846155
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,116.0,917.0,4106.0,7522.0,11431.0,13695.0,chromatin_od,grid,0.70405,50,50,41,4,0.3153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,116.0,917.0,4106.0,7522.0,11431.0,13695.0,chromatin_od,grid,0.70405,100,100,60,11,0.46153846153846156
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,116.0,917.0,4106.0,7522.0,11431.0,13695.0,chromatin_od,grid,0.70405,250,250,84,34,0.6461538461538462
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,116.0,917.0,4106.0,7522.0,11431.0,13695.0,chromatin_od,grid,0.70405,500,500,95,45,0.7307692307692307
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,116.0,917.0,4106.0,7522.0,11431.0,13695.0,chromatin_od,grid,0.70405,1000,1000,104,62,0.8
459.tiff,459,canine soft tissue sarcoma,0.2482,0,22441,33,0,-0.05077,0.50321,-0.80558,17994,16,30.222,30.222,1.8907809257507324,1.0,chromatin_od,od,True,1.5,True,False,130,90,14284,0.876,90,2,0.0,1.0,116.0,917.0,4106.0,7522.0,11431.0,13695.0,chromatin_od,grid,0.70405,2000,2000,112,73,0.8615384615384616
