file_name,tumor_type,seed_index,nms_radius_um,nms_radius_px,axis,z,n_detections,n_gt_mitotic,n_found,gained_vs_control,lost_vs_control,gt_claim_change,n_within_match_radius,n_dup_fp,dup_fp_frac,topk_churn,gap_n,gap_median_px,gap_p05_px,gap_p95_px
460.tiff,canine soft tissue sarcoma,2,5.0,20.148,chromatin_od,1.0,12231,35,35,0,0,15,80,5,0.00041,0.17518248175182483,0,,,
460.tiff,canine soft tissue sarcoma,3,7.5,30.222,tm_score,1.0,11110,35,35,-1,-1,-1,78,3,0.00027,,1,20.62,20.62,20.62
460.tiff,canine soft tissue sarcoma,3,7.5,30.222,chromatin_od,1.0,11110,35,35,-1,-1,-1,78,3,0.00027,,1,20.62,20.62,20.62
460.tiff,canine soft tissue sarcoma,3,5.9,23.774,tm_score,1.0,12078,35,35,-1,-1,-1,81,6,0.0005,0.0,1,20.62,20.62,20.62
460.tiff,canine soft tissue sarcoma,3,5.9,23.774,chromatin_od,1.0,12078,35,35,0,0,19,81,6,0.0005,0.12734082397003743,1,20.62,20.62,20.62
460.tiff,canine soft tissue sarcoma,3,5.0,20.148,tm_score,1.0,12582,35,35,-1,-1,-1,83,8,0.00064,0.0,1,20.02,20.02,20.02
460.tiff,canine soft tissue sarcoma,3,5.0,20.148,chromatin_od,1.0,12582,35,35,0,0,20,83,8,0.00064,0.18840579710144922,1,20.02,20.02,20.02
460.tiff,canine soft tissue sarcoma,4,7.5,30.222,tm_score,1.0,11493,35,35,-1,-1,-1,78,3,0.00026,,0,,,
460.tiff,canine soft tissue sarcoma,4,7.5,30.222,chromatin_od,1.0,11493,35,35,-1,-1,-1,78,3,0.00026,,0,,,
460.tiff,canine soft tissue sarcoma,4,5.9,23.774,tm_score,1.0,12613,35,35,-1,-1,-1,82,7,0.00055,0.0,0,,,
460.tiff,canine soft tissue sarcoma,4,5.9,23.774,chromatin_od,1.0,12613,35,35,0,0,19,82,7,0.00055,0.16849816849816845,0,,,
460.tiff,canine soft tissue sarcoma,4,5.0,20.148,tm_score,1.0,13109,35,35,-1,-1,-1,83,8,0.00061,0.0,0,,,
460.tiff,canine soft tissue sarcoma,4,5.0,20.148,chromatin_od,1.0,13109,35,35,0,0,19,83,8,0.00061,0.2517482517482518,0,,,
529.tiff,human melanoma,0,7.5,33.064,tm_score,1.0,10375,19,19,-1,-1,-1,48,4,0.00039,,1,22.8,22.8,22.8
529.tiff,human melanoma,0,7.5,33.064,chromatin_od,1.0,10375,19,19,-1,-1,-1,48,4,0.00039,,1,22.8,22.8,22.8
529.tiff,human melanoma,0,5.9,26.01,tm_score,1.0,11367,19,19,-1,-1,-1,49,5,0.00044,0.015873015873015928,1,22.8,22.8,22.8
529.tiff,human melanoma,0,5.9,26.01,chromatin_od,1.0,11367,19,19,0,0,10,49,5,0.00044,0.27586206896551724,1,22.8,22.8,22.8
529.tiff,human melanoma,0,5.0,22.043,tm_score,1.0,11803,19,19,-1,-1,-1,49,5,0.00042,0.015873015873015928,1,15.13,15.13,15.13
529.tiff,human melanoma,0,5.0,22.043,chromatin_od,1.0,11803,19,19,0,0,10,49,5,0.00042,0.36601307189542487,1,15.13,15.13,15.13
529.tiff,human melanoma,1,7.5,33.064,tm_score,1.0,10710,19,19,-1,-1,-1,46,3,0.00028,,0,,,
529.tiff,human melanoma,1,7.5,33.064,chromatin_od,1.0,10710,19,19,-1,-1,-1,46,3,0.00028,,0,,,
529.tiff,human melanoma,1,5.9,26.01,tm_score,1.0,11864,19,19,-1,-1,-1,48,4,0.00034,0.0,0,,,
529.tiff,human melanoma,1,5.9,26.01,chromatin_od,1.0,11864,19,19,0,0,9,48,4,0.00034,0.33333333333333337,0,,,
529.tiff,human melanoma,1,5.0,22.043,tm_score,1.0,12498,19,19,-1,-1,-1,49,5,0.0004,0.007968127490039834,0,,,
529.tiff,human melanoma,1,5.0,22.043,chromatin_od,1.0,12498,19,19,0,0,12,49,5,0.0004,0.4177215189873418,0,,,
529.tiff,human melanoma,2,7.5,33.064,tm_score,1.0,9535,19,19,-1,-1,-1,45,1,0.0001,,1,16.4,16.4,16.4
529.tiff,human melanoma,2,7.5,33.064,chromatin_od,1.0,9535,19,19,-1,-1,-1,45,1,0.0001,,1,16.4,16.4,16.4
529.tiff,human melanoma,2,5.9,26.01,tm_score,1.0,10361,19,19,-1,-1,-1,47,3,0.00029,0.0,1,16.4,16.4,16.4
529.tiff,human melanoma,2,5.9,26.01,chromatin_od,1.0,10361,19,19,0,0,9,47,3,0.00029,0.3277591973244147,1,16.4,16.4,16.4
529.tiff,human melanoma,2,5.0,22.043,tm_score,1.0,11280,19,19,-1,-1,-1,51,7,0.00062,0.03149606299212604,1,16.4,16.4,16.4
529.tiff,human melanoma,2,5.0,22.043,chromatin_od,1.0,11280,19,19,0,0,13,51,7,0.00062,0.4894259818731118,1,16.4,16.4,16.4
529.tiff,human melanoma,3,7.5,33.064,tm_score,1.0,10198,19,19,-1,-1,-1,48,4,0.00039,,1,22.09,22.09,22.09
529.tiff,human melanoma,3,7.5,33.064,chromatin_od,1.0,10198,19,19,-1,-1,-1,48,4,0.00039,,1,22.09,22.09,22.09
529.tiff,human melanoma,3,5.9,26.01,tm_score,1.0,10992,19,19,-1,-1,-1,51,7,0.00064,0.0,1,22.09,22.09,22.09
529.tiff,human melanoma,3,5.9,26.01,chromatin_od,1.0,10992,19,19,0,0,11,51,7,0.00064,0.2578397212543554,1,22.09,22.09,22.09
529.tiff,human melanoma,3,5.0,22.043,tm_score,1.0,11398,19,19,-1,-1,-1,51,7,0.00061,0.0,0,,,
529.tiff,human melanoma,3,5.0,22.043,chromatin_od,1.0,11398,19,19,0,0,11,51,7,0.00061,0.4177215189873418,0,,,
529.tiff,human melanoma,4,7.5,33.064,tm_score,1.0,10868,19,19,-1,-1,-1,47,3,0.00028,,1,18.38,18.38,18.38
529.tiff,human melanoma,4,7.5,33.064,chromatin_od,1.0,10868,19,19,-1,-1,-1,47,3,0.00028,,1,18.38,18.38,18.38
529.tiff,human melanoma,4,5.9,26.01,tm_score,1.0,12193,19,19,-1,-1,-1,51,7,0.00057,0.007968127490039834,1,18.38,18.38,18.38
529.tiff,human melanoma,4,5.9,26.01,chromatin_od,1.0,12193,19,19,0,0,12,51,7,0.00057,0.31081081081081086,1,18.38,18.38,18.38
529.tiff,human melanoma,4,5.0,22.043,tm_score,1.0,12947,19,19,-1,-1,-1,52,8,0.00062,0.015873015873015928,1,18.38,18.38,18.38
529.tiff,human melanoma,4,5.0,22.043,chromatin_od,1.0,12947,19,19,0,0,15,52,8,0.00062,0.44236760124610597,1,18.38,18.38,18.38
548.tiff,human melanoma,0,7.5,32.975,tm_score,1.0,13254,238,237,-1,-1,-1,389,34,0.00257,,3,31.14,13.3,31.36
548.tiff,human melanoma,0,7.5,32.975,chromatin_od,1.0,13254,238,237,-1,-1,-1,389,34,0.00257,,3,31.14,13.3,31.36
548.tiff,human melanoma,0,5.9,25.941,tm_score,1.0,15225,238,238,-1,-1,-1,428,72,0.00473,0.0,1,11.31,11.31,11.31
548.tiff,human melanoma,0,5.9,25.941,chromatin_od,1.0,15225,238,238,1,0,194,428,72,0.00473,0.09885931558935357,1,11.31,11.31,11.31
548.tiff,human melanoma,0,5.0,21.984,tm_score,1.0,15809,238,238,-1,-1,-1,442,86,0.00544,0.0,1,11.31,11.31,11.31
548.tiff,human melanoma,0,5.0,21.984,chromatin_od,1.0,15809,238,238,1,0,194,442,86,0.00544,0.10606060606060608,1,11.31,11.31,11.31
548.tiff,human melanoma,1,7.5,32.975,tm_score,1.0,13091,238,235,-1,-1,-1,380,28,0.00214,,7,29.15,12.19,32.35
548.tiff,human melanoma,1,7.5,32.975,chromatin_od,1.0,13091,238,235,-1,-1,-1,380,28,0.00214,,7,29.15,12.19,32.35
548.tiff,human melanoma,1,5.9,25.941,tm_score,1.0,14409,238,238,-1,-1,-1,401,46,0.00319,0.0,3,12.65,12.06,15.8
548.tiff,human melanoma,1,5.9,25.941,chromatin_od,1.0,14409,238,238,3,0,163,401,46,0.00319,0.039215686274509776,3,12.65,12.06,15.8
548.tiff,human melanoma,1,5.0,21.984,tm_score,1.0,14836,238,238,-1,-1,-1,404,48,0.00324,0.0,3,12.65,12.06,15.8
548.tiff,human melanoma,1,5.0,21.984,chromatin_od,1.0,14836,238,238,3,0,163,404,48,0.00324,0.046875,3,12.65,12.06,15.8
548.tiff,human melanoma,2,7.5,32.975,tm_score,1.0,13715,238,238,-1,-1,-1,398,43,0.00314,,6,22.95,14.37,30.64
548.tiff,human melanoma,2,7.5,32.975,chromatin_od,1.0,13715,238,238,-1,-1,-1,398,43,0.00314,,6,22.95,14.37,30.64
548.tiff,human melanoma,2,5.9,25.941,tm_score,1.0,15436,238,238,-1,-1,-1,430,74,0.00479,0.0,3,17.12,13.82,19.19
548.tiff,human melanoma,2,5.9,25.941,chromatin_od,1.0,15436,238,238,0,0,209,430,74,0.00479,0.06949806949806947,3,17.12,13.82,19.19
548.tiff,human melanoma,2,5.0,21.984,tm_score,1.0,15944,238,238,-1,-1,-1,434,78,0.00489,0.0,3,17.12,13.82,19.19
548.tiff,human melanoma,2,5.0,21.984,chromatin_od,1.0,15944,238,238,0,0,209,434,78,0.00489,0.07692307692307687,3,17.12,13.82,19.19
548.tiff,human melanoma,3,7.5,32.975,tm_score,1.0,13354,238,237,-1,-1,-1,395,40,0.003,,3,29.43,15.67,31.7
548.tiff,human melanoma,3,7.5,32.975,chromatin_od,1.0,13354,238,237,-1,-1,-1,395,40,0.003,,3,29.43,15.67,31.7
548.tiff,human melanoma,3,5.9,25.941,tm_score,1.0,14900,238,238,-1,-1,-1,411,55,0.00369,0.0,1,14.14,14.14,14.14
548.tiff,human melanoma,3,5.9,25.941,chromatin_od,1.0,14900,238,238,1,0,163,411,55,0.00369,0.06201550387596899,1,14.14,14.14,14.14
548.tiff,human melanoma,3,5.0,21.984,tm_score,1.0,15552,238,238,-1,-1,-1,417,61,0.00392,0.0,1,14.14,14.14,14.14
548.tiff,human melanoma,3,5.0,21.984,chromatin_od,1.0,15552,238,238,1,0,170,417,61,0.00392,0.08429118773946365,1,14.14,14.14,14.14
548.tiff,human melanoma,4,7.5,32.975,tm_score,1.0,13204,238,237,-1,-1,-1,383,29,0.0022,,6,29.02,20.13,31.34
548.tiff,human melanoma,4,7.5,32.975,chromatin_od,1.0,13204,238,237,-1,-1,-1,383,29,0.0022,,6,29.02,20.13,31.34
548.tiff,human melanoma,4,5.9,25.941,tm_score,1.0,14599,238,238,-1,-1,-1,412,56,0.00384,0.007968127490039834,2,20.16,20.11,20.22
548.tiff,human melanoma,4,5.9,25.941,chromatin_od,1.0,14599,238,238,1,0,234,412,56,0.00384,0.06201550387596899,2,20.16,20.11,20.22
548.tiff,human melanoma,4,5.0,21.984,tm_score,1.0,15163,238,238,-1,-1,-1,416,60,0.00396,0.007968127490039834,2,20.16,20.11,20.22
548.tiff,human melanoma,4,5.0,21.984,chromatin_od,1.0,15163,238,238,1,0,225,416,60,0.00396,0.09160305343511455,2,20.16,20.11,20.22
