file_name,method,seed_ann_id,channel,mpp,tightened_base_size,bbox_method,bbox_center_tolerance,tighten_bbox,seed_agreement_flagged,seed_n_agreement_pool,seed_n_after_border,seed_n_after_foreground,match_radius_px,n_gt_mitotic_eval,recall_at_k,roi_area_mm2,sens@1fp_mm2,sens@2fp_mm2,sens@4fp_mm2,sens@8fp_mm2,sens@16fp_mm2,sens@32fp_mm2,sens@64fp_mm2,k,topk_tp,topk_fp_lookalike,topk_fp_unannotated,n_lookalike_gt,lookalike_attraction_at_k,n_mitotic_gt,mitotic_recall_at_k,lookalike_attraction,mitotic_recall,n_detections_total,n_unanimous,recall_unanimous_at_k,n_contested,recall_contested_at_k,recall_unanimous,recall_contested,all_n_detections,all_tp,all_fp_lookalike,all_fp_unannotated,all_matched_any_gt,all_matched_frac,all_precision_mitotic,all_mitotic_gt_found,all_mitotic_gt_missed,all_lookalike_gt_found,all_lookalike_gt_missed,coverage_frac,nms_radius,n_augmentations,t_match_s,n_peaks,max_peak_score,n_after_nms,n_self_hits,seed_self_score,n_detections,max_detection_score,t_postprocess_s,t_total_s,tissue_fraction,tumor_type,mitotic_recall_at_matcher_budget,matcher_budget,budget_delivered
405.tiff,nucleus_blobs,-1,hematoxylin,0.2482,,,,,,,,,30.2,13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.15384615384615385,13,0,0,13,19,0.0,13,0.0,1.0,1.0,7577,9,0.0,4,0.0,1.0,1.0,7577,13,19,7545,32,0.004223307377589518,0.0017157186221457416,13,0,19,0,0.5581,,,,,,,,,,,,,0.7831,canine soft tissue sarcoma,0.8461538461538461,2815.0,2815.0
405.tiff,random_in_tissue,-1,-,0.2482,,,,,,,,,30.2,13,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,0,13,19,0.0,13,0.0,0.3157894736842105,0.3076923076923077,2815,9,0.0,4,0.0,0.2222222222222222,0.5,2815,4,6,2805,10,0.003552397868560017,0.0014209591474240067,4,9,6,13,0.2175,,,,,,,,,,,,,0.7831,canine soft tissue sarcoma,,,
002.tiff,find_and_suppress,18,rgb,0.2269,51.0,binary,0.0,False,False,7.0,7.0,7.0,33.1,8,0.25,2.01,0.25,0.25,0.25,0.25,0.375,0.5,0.5,8,2,0,6,7,0.0,8,0.25,0.8571428571428571,0.875,1860,6,0.3333333333333333,2,0.0,1.0,0.5,1860,7,6,1847,13,0.0069892473118242,0.0037634408602130304,7,1,6,1,0.157,33.05,1.0,6.96,1879.0,0.9999992847442627,1861.0,1.0,0.9999992847442627,1860.0,0.7920355796813965,0.41,7.4,0.9488,human breast cancer,,,
002.tiff,nucleus_blobs,-1,hematoxylin,0.2269,,,,,,,,,33.1,8,0.0,2.01,0.0,0.0,0.0,0.0,0.125,0.25,0.625,8,0,1,7,7,0.14285714285714285,8,0.0,1.0,0.875,8814,6,0.0,2,0.0,1.0,0.5,8814,7,7,8800,14,0.0015883821193553903,0.0007941910596776952,7,1,7,0,0.5751,,,,,,,,,,,,,0.9488,human breast cancer,0.875,1860.0,1860.0
002.tiff,random_in_tissue,-1,-,0.2269,,,,,,,,,33.1,8,0.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,8,7,0.0,8,0.0,0.14285714285714285,0.375,1860,6,0.0,2,0.0,0.16666666666666666,1.0,1860,3,1,1856,4,0.002150537634407446,0.0016129032258055845,3,5,1,6,0.1501,,,,,,,,,,,,,0.9488,human breast cancer,,,
506.tiff,find_and_suppress,24233,rgb,0.2274,51.0,binary,0.0,False,False,8.0,8.0,8.0,33.0,11,0.09090909090909091,2.02,0.0,0.0,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.09090909090909091,11,1,0,10,12,0.0,11,0.09090909090909091,0.16666666666666666,0.2727272727272727,914,7,0.14285714285714285,4,0.0,0.42857142857142855,0.0,914,3,2,909,5,0.005470459518593577,0.0032822757111561464,3,8,2,10,0.0774,32.98,1.0,5.23,929.0,0.9999997019767761,915.0,1.0,0.9999997019767761,914.0,0.6880623698234558,0.25,5.5,0.9194,human melanoma,,,
506.tiff,nucleus_blobs,-1,hematoxylin,0.2274,,,,,,,,,33.0,11,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,11,0,0,11,12,0.0,11,0.0,0.9166666666666666,0.8181818181818182,8754,7,0.0,4,0.0,0.8571428571428571,0.75,8754,9,11,8734,20,0.002284669865204217,0.0010281014393418975,9,2,11,1,0.5371,,,,,,,,,,,,,0.9194,human melanoma,0.45454545454545453,914.0,914.0
506.tiff,random_in_tissue,-1,-,0.2274,,,,,,,,,33.0,11,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,0,11,12,0.0,11,0.0,0.0,0.2727272727272727,914,7,0.0,4,0.0,0.0,0.75,914,3,0,911,3,0.0032822757111561464,0.0032822757111561464,3,8,0,12,0.0753,,,,,,,,,,,,,0.9194,human melanoma,,,
350.tiff,find_and_suppress,18164,rgb,0.2274,51.0,binary,0.0,False,True,4.0,4.0,4.0,33.0,3,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,3,16,0.0,3,0.0,0.3125,0.3333333333333333,956,0,,3,0.0,,0.3333333333333333,956,1,5,950,6,0.006276150627608498,0.0010460251046014164,1,2,5,11,0.081,32.98,1.0,5.13,977.0,1.0,957.0,1.0,1.0,956.0,0.7241684198379517,0.24,5.4,0.9966,human neuroendocrine tumor,,,
350.tiff,nucleus_blobs,-1,hematoxylin,0.2274,,,,,,,,,33.0,3,0.0,2.02,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,3,0,1,2,16,0.0625,3,0.0,0.6875,1.0,8173,0,,3,0.0,,1.0,8173,3,11,8159,14,0.0017129572984214225,0.00036706227823316196,3,0,11,5,0.5459,,,,,,,,,,,,,0.9966,human neuroendocrine tumor,1.0,956.0,956.0
350.tiff,random_in_tissue,-1,-,0.2274,,,,,,,,,33.0,3,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,3,16,0.0,3,0.0,0.0625,0.3333333333333333,956,0,,3,0.0,,0.3333333333333333,956,1,1,954,2,0.002092050209202833,0.0010460251046014164,1,2,1,15,0.0786,,,,,,,,,,,,,0.9966,human neuroendocrine tumor,,,
