roi,domain,prov,seed,z,rank_key,pool,ceiling,read_50,read_95,recall_at_250
402.tiff,human neuroendocrine tumor,mitotic,0,2.0,score,8898,0.9904,97.0,1791.0,0.7884615384615384
402.tiff,human neuroendocrine tumor,mitotic,0,2.0,od,8898,0.9904,137.0,2717.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,0,2.5,score,5748,0.9904,97.0,1791.0,0.7884615384615384
402.tiff,human neuroendocrine tumor,mitotic,0,2.5,od,5748,0.9904,137.0,2468.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,0,3.0,score,3466,0.9808,97.0,1791.0,0.7884615384615384
402.tiff,human neuroendocrine tumor,mitotic,0,3.0,od,3466,0.9808,137.0,2067.0,0.6826923076923077
402.tiff,human neuroendocrine tumor,mitotic,0,4.0,score,1208,0.9327,97.0,,0.7884615384615384
402.tiff,human neuroendocrine tumor,mitotic,0,4.0,od,1208,0.9327,135.0,,0.7019230769230769
402.tiff,human neuroendocrine tumor,mitotic,1,0.5,score,15621,0.9904,122.0,3685.0,0.625
402.tiff,human neuroendocrine tumor,mitotic,1,0.5,od,15621,0.9904,139.0,3122.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,1,1.0,score,13881,0.9904,122.0,3685.0,0.625
402.tiff,human neuroendocrine tumor,mitotic,1,1.0,od,13881,0.9904,139.0,3093.0,0.6826923076923077
402.tiff,human neuroendocrine tumor,mitotic,1,1.5,score,10942,0.9904,122.0,3685.0,0.625
402.tiff,human neuroendocrine tumor,mitotic,1,1.5,od,10942,0.9904,139.0,2997.0,0.6826923076923077
402.tiff,human neuroendocrine tumor,mitotic,1,2.0,score,7433,0.9904,122.0,3685.0,0.625
402.tiff,human neuroendocrine tumor,mitotic,1,2.0,od,7433,0.9904,139.0,2944.0,0.6923076923076923
402.tiff,human neuroendocrine tumor,mitotic,1,2.5,score,4407,0.9615,122.0,3685.0,0.625
402.tiff,human neuroendocrine tumor,mitotic,1,2.5,od,4407,0.9615,139.0,2507.0,0.6923076923076923
402.tiff,human neuroendocrine tumor,mitotic,1,3.0,score,2451,0.9135,122.0,,0.625
402.tiff,human neuroendocrine tumor,mitotic,1,3.0,od,2451,0.9135,139.0,,0.6923076923076923
402.tiff,human neuroendocrine tumor,mitotic,1,4.0,score,737,0.8654,122.0,,0.625
402.tiff,human neuroendocrine tumor,mitotic,1,4.0,od,737,0.8654,136.0,,0.7211538461538461
402.tiff,human neuroendocrine tumor,mitotic,2,0.5,score,15916,0.9904,122.0,1224.0,0.7307692307692307
402.tiff,human neuroendocrine tumor,mitotic,2,0.5,od,15916,0.9904,146.0,3303.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,2,1.0,score,13663,0.9904,122.0,1224.0,0.7307692307692307
402.tiff,human neuroendocrine tumor,mitotic,2,1.0,od,13663,0.9904,146.0,3254.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,2,1.5,score,10448,0.9904,122.0,1224.0,0.7307692307692307
402.tiff,human neuroendocrine tumor,mitotic,2,1.5,od,10448,0.9904,146.0,3113.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,2,2.0,score,7223,0.9904,122.0,1224.0,0.7307692307692307
402.tiff,human neuroendocrine tumor,mitotic,2,2.0,od,7223,0.9904,145.0,2894.0,0.6730769230769231
402.tiff,human neuroendocrine tumor,mitotic,2,2.5,score,4663,0.9904,122.0,1224.0,0.7307692307692307
402.tiff,human neuroendocrine tumor,mitotic,2,2.5,od,4663,0.9904,145.0,2496.0,0.6826923076923077
402.tiff,human neuroendocrine tumor,mitotic,2,3.0,score,2901,0.9808,122.0,1224.0,0.7307692307692307
402.tiff,human neuroendocrine tumor,mitotic,2,3.0,od,2901,0.9808,145.0,2088.0,0.6826923076923077
402.tiff,human neuroendocrine tumor,mitotic,2,4.0,score,1136,0.9327,122.0,,0.7307692307692307
402.tiff,human neuroendocrine tumor,mitotic,2,4.0,od,1136,0.9327,144.0,,0.6923076923076923
402.tiff,human neuroendocrine tumor,lookalike,0,0.5,score,16774,1.0,226.0,1517.0,0.5673076923076923
402.tiff,human neuroendocrine tumor,lookalike,0,0.5,od,16774,1.0,147.0,3257.0,0.6634615384615384
402.tiff,human neuroendocrine tumor,lookalike,0,1.0,score,15551,1.0,226.0,1517.0,0.5673076923076923
402.tiff,human neuroendocrine tumor,lookalike,0,1.0,od,15551,1.0,147.0,3247.0,0.6634615384615384
402.tiff,human neuroendocrine tumor,lookalike,0,1.5,score,13236,1.0,226.0,1517.0,0.5673076923076923
402.tiff,human neuroendocrine tumor,lookalike,0,1.5,od,13236,1.0,147.0,3202.0,0.6634615384615384
402.tiff,human neuroendocrine tumor,lookalike,0,2.0,score,10078,1.0,226.0,1517.0,0.5673076923076923
402.tiff,human neuroendocrine tumor,lookalike,0,2.0,od,10078,1.0,147.0,3070.0,0.6634615384615384
402.tiff,human neuroendocrine tumor,lookalike,0,2.5,score,6995,1.0,226.0,1517.0,0.5673076923076923
402.tiff,human neuroendocrine tumor,lookalike,0,2.5,od,6995,1.0,147.0,2849.0,0.6634615384615384
402.tiff,human neuroendocrine tumor,lookalike,0,3.0,score,4651,0.9904,226.0,1517.0,0.5673076923076923
402.tiff,human neuroendocrine tumor,lookalike,0,3.0,od,4651,0.9904,146.0,2513.0,0.6634615384615384
402.tiff,human neuroendocrine tumor,lookalike,0,4.0,score,1849,0.9519,226.0,1517.0,0.5673076923076923
402.tiff,human neuroendocrine tumor,lookalike,0,4.0,od,1849,0.9519,146.0,1636.0,0.6730769230769231
