file_name,tumor_type,image_id,seed_index,seed_ann_id,n_retries,contested_seed_tier,base_size,mpp,roi_h,roi_w,match_radius_px,nms_radius_px,pad_px,map_median,mad_scale,n_pool,n_gt_mitotic,n_tp_found,deep_recall,n_at_current_z,z_max,tp_score_min
403.tiff,human neuroendocrine tumor,403,0,20334,0,False,33,0.22686065932495555,5412,7215,33.059940944881895,22.03996062992126,16,-0.001113019767217338,0.183406590051949,30303,52,52,1.0,17566,7.336554050445557,1.3444592952728271
403.tiff,human neuroendocrine tumor,403,1,20344,0,False,43,0.22686065932495555,5412,7215,33.059940944881895,22.03996062992126,21,-0.004597270395606756,0.4258130649983883,28794,52,52,1.0,15548,7.460853576660156,3.1723318099975586
403.tiff,human neuroendocrine tumor,403,2,20355,0,False,51,0.22686065932495555,5412,7215,33.059940944881895,22.03996062992126,25,-0.0016719300765544176,0.6103152091741562,28589,52,52,1.0,16564,5.827500343322754,3.5549399852752686
403.tiff,human neuroendocrine tumor,403,3,20353,0,False,45,0.22686065932495555,5412,7215,33.059940944881895,22.03996062992126,22,-0.005658888258039951,0.5886798848032951,28178,52,52,1.0,15599,4.70644998550415,2.7649338245391846
403.tiff,human neuroendocrine tumor,403,4,20334,0,False,33,0.22686065932495555,5412,7215,33.059940944881895,22.03996062992126,16,-0.001113019767217338,0.183406590051949,30303,52,52,1.0,17566,7.336554050445557,1.3444592952728271
459.tiff,canine soft tissue sarcoma,459,0,22441,0,False,33,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,16,-0.05076500028371811,0.5032099391520023,26152,130,130,1.0,20892,1.8907809257507324,0.9006947875022888
459.tiff,canine soft tissue sarcoma,459,1,22445,0,False,47,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,23,-0.09126412123441696,0.7691311110377311,21905,130,130,1.0,17382,1.6142152547836304,1.1502790451049805
459.tiff,canine soft tissue sarcoma,459,2,22306,0,False,39,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,19,-0.10058432072401047,0.7868055221557617,24546,130,130,1.0,19513,1.8067939281463623,1.3210111856460571
459.tiff,canine soft tissue sarcoma,459,3,22371,0,False,51,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,25,-0.14223219454288483,1.2101119322776794,19414,130,130,1.0,15537,1.3078757524490356,1.4404438734054565
459.tiff,canine soft tissue sarcoma,459,4,22305,0,False,45,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,22,-0.14085979759693146,1.0427692239403723,20990,130,130,1.0,16680,1.3727209568023682,1.2905713319778442
460.tiff,canine soft tissue sarcoma,460,0,22577,0,False,47,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,23,-0.18101437389850616,1.0637353234648703,20009,35,35,1.0,13208,1.6335476636886597,1.5566480159759521
460.tiff,canine soft tissue sarcoma,460,1,22538,0,False,39,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,19,-0.10429548472166061,0.47671210817098614,25290,35,35,1.0,17955,2.687885046005249,1.1770519018173218
460.tiff,canine soft tissue sarcoma,460,2,22552,0,False,51,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,25,-0.2603927552700043,1.1587515543222426,17993,35,35,1.0,12231,1.7772306203842163,1.7989760637283325
460.tiff,canine soft tissue sarcoma,460,3,22537,0,False,39,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,19,-0.10290718078613281,0.611220204770565,22948,35,35,1.0,15282,2.0655176639556885,1.1595789194107056
460.tiff,canine soft tissue sarcoma,460,4,22568,0,False,37,0.24816562612969095,4933,6577,30.221751968503938,20.147834645669292,18,-0.09154248237609863,0.5852721226036548,23730,35,35,1.0,16337,2.0742416381835938,1.1224533319473267
529.tiff,human melanoma,529,0,24918,0,False,37,0.2268329263261596,5412,7215,33.0639829123214,22.042655274880936,18,-0.044372234493494034,0.3332954031765461,23167,19,19,1.0,14820,5.40074348449707,1.7556707859039307
529.tiff,human melanoma,529,1,24937,0,False,41,0.2268329263261596,5412,7215,33.0639829123214,22.042655274880936,20,-0.03966563567519188,0.24819643414020537,22979,19,19,1.0,15155,4.893319129943848,1.1748387813568115
529.tiff,human melanoma,529,2,24911,1,False,39,0.2268329263261596,5412,7215,33.0639829123214,22.042655274880936,19,-0.034886665642261505,0.35766751959621906,23466,19,19,1.0,14757,3.088643789291382,1.069820761680603
529.tiff,human melanoma,529,3,24909,0,False,43,0.2268329263261596,5412,7215,33.0639829123214,22.042655274880936,21,-0.07930514216423035,0.5359591856181621,20405,19,19,1.0,12504,4.190443515777588,2.1666014194488525
529.tiff,human melanoma,529,4,24918,0,False,37,0.2268329263261596,5412,7215,33.0639829123214,22.042655274880936,18,-0.044372234493494034,0.3332954031765461,23167,19,19,1.0,14820,5.40074348449707,1.7556707859039307
548.tiff,human melanoma,548,0,25804,0,False,29,0.22744294261267478,5412,7215,32.975303229224245,21.9835354861495,14,-0.05509126931428909,0.6139303312182426,29162,238,238,1.0,20810,2.915358304977417,1.7347357273101807
548.tiff,human melanoma,548,1,25712,0,False,37,0.22744294261267478,5412,7215,32.975303229224245,21.9835354861495,18,-0.07451345026493073,0.6772858111917972,25403,238,238,1.0,18187,2.31184458732605,1.4912660121917725
548.tiff,human melanoma,548,2,25735,0,False,33,0.22744294261267478,5412,7215,32.975303229224245,21.9835354861495,16,-0.09509076923131943,0.7429956406116485,27120,238,238,1.0,19544,2.5212721824645996,1.7782034873962402
548.tiff,human melanoma,548,3,25802,0,False,33,0.22744294261267478,5412,7215,32.975303229224245,21.9835354861495,16,-0.08206693828105927,0.8118129514932632,26956,238,238,1.0,19568,2.292304039001465,1.7788550853729248
548.tiff,human melanoma,548,4,25719,0,False,33,0.22744294261267478,5412,7215,32.975303229224245,21.9835354861495,16,-0.04526914283633232,0.47655768186450004,29408,238,238,1.0,21824,3.0685532093048096,1.4170734882354736
