subset,domain,file_name,image_id,seed_index,condition,seed_ann_id,click_cx,click_cy,mpp,match_radius_px,n_gt_mitotic,tpl_sha1,n_peaks,n_detections,n_self_hits,n_near_click,near_click_detail,od_nan,od_descending,t_run_s,tp_at_10,tp_at_20,tp_at_30,n_od_bit_exact,precision_at_10,precision_at_20,precision_at_30
testing_35,human breast cancer,128.tiff,128,0,default_51,3625,5245.0,2346.0,0.2533008895448562,29.609055118110238,29,7d4644dbe19754eca950b140b0f1a1dd0f31b018,100,81,1,0,,0,True,2.686,6,12,13,30.0,0.6,0.6,0.43333333333333335
testing_35,human breast cancer,128.tiff,128,0,hem_rect_fill,3625,5245.0,2346.0,0.2533008895448562,29.609055118110238,29,68c7d70737b0f1e7be5d34514287c03477ee5cca,100,84,1,0,,0,True,2.836,6,12,13,,0.6,0.6,0.43333333333333335
testing_35,human breast cancer,128.tiff,128,1,default_51,3616,4420.0,786.0,0.2533008895448562,29.609055118110238,29,8afb99716ab13d27b5f1b48447e40dccada9c0a3,100,97,1,0,,0,True,2.864,8,12,12,30.0,0.8,0.6,0.4
testing_35,human breast cancer,128.tiff,128,1,hem_rect_fill,3616,4420.0,786.0,0.2533008895448562,29.609055118110238,29,8d97077ce02bf1409d97a7b425f9f8553dbf41b8,100,96,1,0,,0,True,2.783,8,12,12,,0.8,0.6,0.4
testing_35,human breast cancer,128.tiff,128,2,default_51,3624,5340.0,2175.0,0.2533008895448562,29.609055118110238,29,552b725abbc3817da0e1c244771f343bcc3a6559,100,97,1,0,,0,True,2.676,7,12,12,30.0,0.7,0.6,0.4
testing_35,human breast cancer,128.tiff,128,2,hem_rect_fill,3624,5340.0,2175.0,0.2533008895448562,29.609055118110238,29,4b6a5c05e554496835fc4899d9d11b5b1c355568,100,97,1,0,,0,True,2.633,7,11,11,,0.7,0.55,0.36666666666666664
original_14,human melanoma,529.tiff,529,0,default_51,24918,3421.0,2720.0,0.2268329263261596,33.0639829123214,19,a4cc3ee28fe58fa0710a6d82bc694d9aae64a1fd,100,99,1,0,,0,True,2.804,7,8,9,30.0,0.7,0.4,0.3
original_14,human melanoma,529.tiff,529,0,hem_rect_fill,24918,3421.0,2720.0,0.2268329263261596,33.0639829123214,19,37a2ca746e920bfc9f27284e72430359e50d8241,100,99,1,0,,0,True,2.724,6,9,10,,0.6,0.45,0.3333333333333333
original_14,human melanoma,529.tiff,529,1,default_51,24937,5789.0,4069.0,0.2268329263261596,33.0639829123214,19,e943fdb3365cedc9b83b09d0cc5bad4cf8d4f5c4,100,98,1,0,,0,True,2.591,7,11,12,30.0,0.7,0.55,0.4
original_14,human melanoma,529.tiff,529,1,hem_rect_fill,24937,5789.0,4069.0,0.2268329263261596,33.0639829123214,19,579bb3d252b3d45259da82b34eb25f29b84c2b3f,100,98,1,0,,0,True,2.585,7,11,12,,0.7,0.55,0.4
original_14,human melanoma,529.tiff,529,2,default_51,24914,2799.0,2337.0,0.2268329263261596,33.0639829123214,19,1f1d46804114d8c6225f2350469e090e30fef814,100,98,1,0,,0,True,3.104,7,10,11,30.0,0.7,0.5,0.36666666666666664
original_14,human melanoma,529.tiff,529,2,hem_rect_fill,24914,2799.0,2337.0,0.2268329263261596,33.0639829123214,19,32f9f6b97be1b256c5ab23c70f550a21ac35e662,100,94,1,0,,0,True,2.921,7,10,11,,0.7,0.5,0.36666666666666664
original_14,human melanoma,548.tiff,548,0,default_51,25804,5163.0,3871.0,0.22744294261267478,32.975303229224245,238,efd4ff0b3fc9db5f8792204739afaadd9cd2fdc0,100,99,1,0,,0,True,3.648,9,15,22,30.0,0.9,0.75,0.7333333333333333
original_14,human melanoma,548.tiff,548,0,hem_rect_fill,25804,5163.0,3871.0,0.22744294261267478,32.975303229224245,238,4c716059aa24c7df05c700c4cd9352efaefc7c8e,100,99,1,0,,0,True,2.913,9,15,22,,0.9,0.75,0.7333333333333333
original_14,human melanoma,548.tiff,548,1,default_51,25712,5456.0,1657.0,0.22744294261267478,32.975303229224245,238,c2d69437561f6999b893cccc97b08005436e8b0c,100,99,1,0,,0,True,2.85,10,16,25,30.0,1.0,0.8,0.8333333333333334
original_14,human melanoma,548.tiff,548,1,hem_rect_fill,25712,5456.0,1657.0,0.22744294261267478,32.975303229224245,238,abf72376206b6eda12d848f5a18700c5e0cdba92,100,99,1,0,,0,True,2.896,10,16,25,,1.0,0.8,0.8333333333333334
original_14,human melanoma,548.tiff,548,2,default_51,25735,1158.0,3344.0,0.22744294261267478,32.975303229224245,238,930fd26f499a517ea78d161b002f3463d9dcad3a,100,99,1,0,,0,True,3.127,10,15,24,30.0,1.0,0.75,0.8
original_14,human melanoma,548.tiff,548,2,hem_rect_fill,25735,1158.0,3344.0,0.22744294261267478,32.975303229224245,238,e2fe615956c4e71f999e1280a8ba720298ba5f92,100,99,1,0,,0,True,2.63,10,15,24,,1.0,0.75,0.8
testing_35,human melanoma,509.tiff,509,0,default_51,24264,1647.0,3096.0,0.2269051038257091,33.05346540711098,17,662d31bde48dec777d532d3f8b8088c0cc33612d,100,94,1,0,,0,True,2.395,2,6,10,30.0,0.2,0.3,0.3333333333333333
testing_35,human melanoma,509.tiff,509,0,hem_rect_fill,24264,1647.0,3096.0,0.2269051038257091,33.05346540711098,17,8e2325a7fed96dd54ea4dbb86ded3591c192b9f9,100,95,1,0,,0,True,2.103,2,6,11,,0.2,0.3,0.36666666666666664
testing_35,human melanoma,509.tiff,509,1,default_51,24271,73.0,4396.0,0.2269051038257091,33.05346540711098,17,fad262e37135bdd9583d36d1700f3752197ae56b,100,86,1,0,,0,True,2.141,1,5,9,30.0,0.1,0.25,0.3
testing_35,human melanoma,509.tiff,509,1,hem_rect_fill,24271,73.0,4396.0,0.2269051038257091,33.05346540711098,17,3c38320ae0a4ac9ef36c661d92fcb0f6dbbcdb12,100,86,1,0,,0,True,2.423,1,5,9,,0.1,0.25,0.3
testing_35,human melanoma,509.tiff,509,2,default_51,24260,1940.0,1528.0,0.2269051038257091,33.05346540711098,17,c38680feffa7d157e8b857094de3b354541f1448,100,91,1,0,,0,True,2.587,2,5,7,30.0,0.2,0.25,0.23333333333333334
testing_35,human melanoma,509.tiff,509,2,hem_rect_fill,24260,1940.0,1528.0,0.2269051038257091,33.05346540711098,17,de0de300cb9536e91e3ab00bdc274f89fda3d266,100,88,1,0,,0,True,2.335,2,6,9,,0.2,0.3,0.3
testing_35,human melanoma,524.tiff,524,0,default_51,24536,6343.0,3477.0,0.2269051038257091,33.05346540711098,14,8c61d4e357b3c2f6783f384802e9aaa084a70bf4,100,98,1,0,,0,True,2.725,2,3,3,30.0,0.2,0.15,0.1
testing_35,human melanoma,524.tiff,524,0,hem_rect_fill,24536,6343.0,3477.0,0.2269051038257091,33.05346540711098,14,4b89c952c31f026983447ad695e7a145ed432ec5,100,97,1,0,,0,True,2.823,2,3,3,,0.2,0.15,0.1
testing_35,human melanoma,524.tiff,524,1,default_51,24543,973.0,5289.0,0.2269051038257091,33.05346540711098,14,6922635dced261a6bd344cc863bb79b5ad50ea92,100,99,1,0,,0,True,2.613,2,2,3,30.0,0.2,0.1,0.1
testing_35,human melanoma,524.tiff,524,1,hem_rect_fill,24543,973.0,5289.0,0.2269051038257091,33.05346540711098,14,688e74d9fe68dbd18d7f632b4966dfdb92dbb69c,100,99,1,0,,0,True,2.627,2,2,3,,0.2,0.1,0.1
testing_35,human melanoma,524.tiff,524,2,default_51,24532,6732.0,2609.0,0.2269051038257091,33.05346540711098,14,f8d1ef352376841333a1302bf017aa34c0811ea7,100,95,1,0,,0,True,2.592,2,2,2,30.0,0.2,0.1,0.06666666666666667
testing_35,human melanoma,524.tiff,524,2,hem_rect_fill,24532,6732.0,2609.0,0.2269051038257091,33.05346540711098,14,ce24d46293e321f3c038567390f818ae3a80e668,100,98,1,0,,0,True,2.613,2,3,3,,0.2,0.15,0.1
testing_35,human melanoma,527.tiff,527,0,default_51,24720,1910.0,3925.0,0.2263206989100018,33.13881600808609,42,fd460cb7f0d4c10bb4472d70c63ac1c574dc7b0d,100,99,1,0,,0,True,2.858,4,5,6,30.0,0.4,0.25,0.2
testing_35,human melanoma,527.tiff,527,0,hem_rect_fill,24720,1910.0,3925.0,0.2263206989100018,33.13881600808609,42,79f27ee69a59e7564f1db0114d71470f97c33049,100,99,1,0,,0,True,2.568,4,6,6,,0.4,0.3,0.2
testing_35,human melanoma,527.tiff,527,1,default_51,24705,3749.0,3256.0,0.2263206989100018,33.13881600808609,42,bc51bf690f9669afb7781d2af3c7c5998811f8b1,100,99,1,0,,0,True,2.721,3,6,6,30.0,0.3,0.3,0.2
testing_35,human melanoma,527.tiff,527,1,hem_rect_fill,24705,3749.0,3256.0,0.2263206989100018,33.13881600808609,42,cc235cdae1545d132f2d9a72da3cacaffe1503f2,100,99,1,0,,0,True,2.715,3,6,7,,0.3,0.3,0.23333333333333334
testing_35,human melanoma,527.tiff,527,2,default_51,24715,307.0,4640.0,0.2263206989100018,33.13881600808609,42,3d5a002e01e85a353646a5f40d68e0e47d10858d,100,99,1,0,,0,True,2.668,3,5,7,30.0,0.3,0.25,0.23333333333333334
testing_35,human melanoma,527.tiff,527,2,hem_rect_fill,24715,307.0,4640.0,0.2263206989100018,33.13881600808609,42,d6e0019d4e0a2cbbe8a7c5e35af890d9c5f79d10,100,98,1,0,,0,True,2.697,4,6,8,,0.4,0.3,0.26666666666666666
testing_35,human melanoma,546.tiff,546,0,default_51,25538,2758.0,1966.0,0.22685853769696748,33.060250128290654,27,e6845f2cb074d3ec8b83f7763d9cd169607bff55,100,100,0,0,,0,True,2.855,1,1,4,30.0,0.1,0.05,0.13333333333333333
testing_35,human melanoma,546.tiff,546,0,hem_rect_fill,25538,2758.0,1966.0,0.22685853769696748,33.060250128290654,27,20144c6359ef43ed7c41bb6422fff1f8576653d2,100,100,0,0,,0,True,2.615,1,1,3,,0.1,0.05,0.1
testing_35,human melanoma,546.tiff,546,1,default_51,25551,1587.0,3256.0,0.22685853769696748,33.060250128290654,27,806d2f009c089893903b804b340fd689f6831bef,100,99,1,0,,0,True,2.546,1,2,4,30.0,0.1,0.1,0.13333333333333333
testing_35,human melanoma,546.tiff,546,1,hem_rect_fill,25551,1587.0,3256.0,0.22685853769696748,33.060250128290654,27,206f95f9554c5723a4a39d0397838bd295eca35d,100,99,1,0,,0,True,2.619,1,3,4,,0.1,0.15,0.13333333333333333
testing_35,human melanoma,546.tiff,546,2,default_51,25539,3266.0,2379.0,0.22685853769696748,33.060250128290654,27,5fce1b4102204796d1aaaedd2e19379742f19b63,100,99,1,0,,0,True,2.427,1,1,2,30.0,0.1,0.05,0.06666666666666667
testing_35,human melanoma,546.tiff,546,2,hem_rect_fill,25539,3266.0,2379.0,0.22685853769696748,33.060250128290654,27,9cf8c615d7fc9d3e4de33c770b163d2e8913f914,100,99,1,0,,0,True,2.346,1,1,2,,0.1,0.05,0.06666666666666667
testing_35,human melanoma,549.tiff,549,0,default_51,25963,1391.0,1513.0,0.2263206989100018,33.13881600808609,27,f67c6d40083788b030691bd691a2e177a3c411a8,100,99,1,0,,0,True,2.558,7,9,11,30.0,0.7,0.45,0.36666666666666664
testing_35,human melanoma,549.tiff,549,0,hem_rect_fill,25963,1391.0,1513.0,0.2263206989100018,33.13881600808609,27,4571adcd0eca31fe50af6aad101ceab2cfbebc5e,100,99,1,0,,0,True,2.35,7,9,11,,0.7,0.45,0.36666666666666664
testing_35,human melanoma,549.tiff,549,1,default_51,25961,1704.0,480.0,0.2263206989100018,33.13881600808609,27,0d33af430bed76ee4fd586337c9f3693c667d7b9,100,99,1,0,,0,True,2.526,9,12,13,30.0,0.9,0.6,0.43333333333333335
testing_35,human melanoma,549.tiff,549,1,hem_rect_fill,25961,1704.0,480.0,0.2263206989100018,33.13881600808609,27,fbb913d33343a5c9d2ffc151422e14c490d06239,100,99,1,0,,0,True,2.394,9,12,13,,0.9,0.6,0.43333333333333335
testing_35,human melanoma,549.tiff,549,2,default_51,25983,6903.0,4067.0,0.2263206989100018,33.13881600808609,27,cae19719125388aac7561a56a50b643bfed52e01,100,99,1,0,,0,True,2.34,8,10,11,30.0,0.8,0.5,0.36666666666666664
testing_35,human melanoma,549.tiff,549,2,hem_rect_fill,25983,6903.0,4067.0,0.2263206989100018,33.13881600808609,27,448417a1c624019b374d64fbcbe5ba675e48d372,100,99,1,0,,0,True,2.842,8,10,11,,0.8,0.5,0.36666666666666664
original_14,human neuroendocrine tumor,402.tiff,402,0,default_51,20254,989.0,4917.0,0.22632094805310524,33.13877952755905,104,39f71f8939a3332cdd84002ef2610418ec32cb6d,100,99,1,0,,0,True,2.473,8,14,19,30.0,0.8,0.7,0.6333333333333333
original_14,human neuroendocrine tumor,402.tiff,402,0,hem_rect_fill,20254,989.0,4917.0,0.22632094805310524,33.13877952755905,104,c1d36c665e839d4e3991662450212105e8da30e7,100,99,1,0,,0,True,2.53,7,12,18,,0.7,0.6,0.6
original_14,human neuroendocrine tumor,402.tiff,402,1,default_51,20258,2420.0,4970.0,0.22632094805310524,33.13877952755905,104,229dd56fb20de97136657c68c2cc0d6646fdb363,100,99,1,0,,0,True,2.46,7,13,19,30.0,0.7,0.65,0.6333333333333333
original_14,human neuroendocrine tumor,402.tiff,402,1,hem_rect_fill,20258,2420.0,4970.0,0.22632094805310524,33.13877952755905,104,87313db328e5975488636898a01623f69a62ad89,100,99,1,0,,0,True,2.596,7,12,17,,0.7,0.6,0.5666666666666667
original_14,human neuroendocrine tumor,402.tiff,402,2,default_51,20157,3483.0,272.0,0.22632094805310524,33.13877952755905,104,d83b5f65d9f4aec127045fc4384544125a722c29,100,99,1,0,,0,True,3.049,8,14,17,30.0,0.8,0.7,0.5666666666666667
original_14,human neuroendocrine tumor,402.tiff,402,2,hem_rect_fill,20157,3483.0,272.0,0.22632094805310524,33.13877952755905,104,9232f15bb54a592267f3ec84dce194484403919f,100,99,1,0,,0,True,3.042,8,13,17,,0.8,0.65,0.5666666666666667
original_14,human neuroendocrine tumor,403.tiff,403,0,default_51,20356,2227.0,2970.0,0.22686065932495555,33.059940944881895,52,ec511c3500d76e9443f557e4963e05daff86895e,100,98,1,0,,0,True,3.411,5,10,14,30.0,0.5,0.5,0.4666666666666667
original_14,human neuroendocrine tumor,403.tiff,403,0,hem_rect_fill,20356,2227.0,2970.0,0.22686065932495555,33.059940944881895,52,6bde70e23247578b3cdc1913089f2a0d0805ccbd,100,98,1,0,,0,True,4.154,5,10,12,,0.5,0.5,0.4
original_14,human neuroendocrine tumor,403.tiff,403,1,default_51,20344,2715.0,1673.0,0.22686065932495555,33.059940944881895,52,662cdef0ff6caf2d28a1627d92bcc24de828a8ce,100,98,1,0,,0,True,3.474,5,7,12,30.0,0.5,0.35,0.4
original_14,human neuroendocrine tumor,403.tiff,403,1,hem_rect_fill,20344,2715.0,1673.0,0.22686065932495555,33.059940944881895,52,50a8d729580c51d8cb496f89dbd53f41008b52aa,100,98,1,0,,0,True,3.351,5,8,11,,0.5,0.4,0.36666666666666664
original_14,human neuroendocrine tumor,403.tiff,403,2,default_51,20396,3815.0,4532.0,0.22686065932495555,33.059940944881895,52,460ad3cad9ce175aa0d2fd523aaee04d96e865cf,100,99,1,0,,0,True,3.425,6,13,15,30.0,0.6,0.65,0.5
original_14,human neuroendocrine tumor,403.tiff,403,2,hem_rect_fill,20396,3815.0,4532.0,0.22686065932495555,33.059940944881895,52,7e2c22e1fb21a45df07dd83e4bf7a8da0186acc8,100,99,1,0,,0,True,3.271,5,13,15,,0.5,0.65,0.5
testing_35,human neuroendocrine tumor,353.tiff,353,0,default_51,18278,185.0,1519.0,0.22744367634943946,32.9751968503937,62,f43cb5cd8385a38eb54c4ecf9d5680a83e34b561,100,94,1,0,,0,True,3.471,9,14,18,30.0,0.9,0.7,0.6
testing_35,human neuroendocrine tumor,353.tiff,353,0,hem_rect_fill,18278,185.0,1519.0,0.22744367634943946,32.9751968503937,62,d35a9b2a3abdf1b597b5856b3d75a9e6482f4397,100,94,1,0,,0,True,3.371,9,14,18,,0.9,0.7,0.6
testing_35,human neuroendocrine tumor,353.tiff,353,1,default_51,18280,1073.0,1273.0,0.22744367634943946,32.9751968503937,62,ff7e5ae031263a62c0f251ff3b6d602a9dd91ca9,100,98,1,0,,0,True,3.011,9,14,18,30.0,0.9,0.7,0.6
testing_35,human neuroendocrine tumor,353.tiff,353,1,hem_rect_fill,18280,1073.0,1273.0,0.22744367634943946,32.9751968503937,62,efee1e42116f28513ab1e31bac93e1f34ec3d97d,100,98,1,0,,0,True,3.144,9,13,18,,0.9,0.65,0.6
testing_35,human neuroendocrine tumor,353.tiff,353,2,default_51,18281,1131.0,1223.0,0.22744367634943946,32.9751968503937,62,89144e232490432bde3fd62fe4992de60463d681,100,99,1,0,,0,True,2.749,9,16,19,30.0,0.9,0.8,0.6333333333333333
testing_35,human neuroendocrine tumor,353.tiff,353,2,hem_rect_fill,18281,1131.0,1223.0,0.22744367634943946,32.9751968503937,62,0ef05657185259403e55b7b87f9def00153be5fa,100,99,1,0,,0,True,2.526,9,15,19,,0.9,0.75,0.6333333333333333
testing_35,human neuroendocrine tumor,364.tiff,364,0,default_51,18757,961.0,1596.0,0.22632094805310524,33.13877952755905,22,d67482dac6c244fd114dcaf0d737fb28d7c605a2,100,98,1,0,,0,True,2.847,5,5,5,30.0,0.5,0.25,0.16666666666666666
testing_35,human neuroendocrine tumor,364.tiff,364,0,hem_rect_fill,18757,961.0,1596.0,0.22632094805310524,33.13877952755905,22,098a1cabe97077a2afd3d985079368d6acfda64b,100,98,1,0,,0,True,2.589,5,5,5,,0.5,0.25,0.16666666666666666
testing_35,human neuroendocrine tumor,364.tiff,364,1,default_51,18766,6777.0,1057.0,0.22632094805310524,33.13877952755905,22,737addad72880d3b9b4999d93d611932eec01849,100,98,1,0,,0,True,2.707,6,6,6,30.0,0.6,0.3,0.2
testing_35,human neuroendocrine tumor,364.tiff,364,1,hem_rect_fill,18766,6777.0,1057.0,0.22632094805310524,33.13877952755905,22,cfa6444f39e1ced54dfd906ffd22fb150e03e398,100,98,1,0,,0,True,2.685,5,5,5,,0.5,0.25,0.16666666666666666
testing_35,human neuroendocrine tumor,364.tiff,364,2,default_51,18785,6674.0,3662.0,0.22632094805310524,33.13877952755905,22,d1917967871f17eeec68c5563120eeea62b9ef44,100,99,1,0,,0,True,2.643,5,5,5,30.0,0.5,0.25,0.16666666666666666
testing_35,human neuroendocrine tumor,364.tiff,364,2,hem_rect_fill,18785,6674.0,3662.0,0.22632094805310524,33.13877952755905,22,a74ebd9ce2ef6a236e49aa78ba0143fba8e10431,100,97,0,0,,0,True,2.666,5,5,5,,0.5,0.25,0.16666666666666666
testing_35,human neuroendocrine tumor,400.tiff,400,0,default_51,20040,85.0,4646.0,0.22686065932495555,33.059940944881895,103,30061a69ef5261252733d6a117f39478c6b4b9e2,100,99,1,0,,0,True,2.719,9,17,25,30.0,0.9,0.85,0.8333333333333334
testing_35,human neuroendocrine tumor,400.tiff,400,0,hem_rect_fill,20040,85.0,4646.0,0.22686065932495555,33.059940944881895,103,7706f1e96cc4d6f074d0395407d0d39f26e2afbe,100,98,1,0,,0,True,2.761,9,17,25,,0.9,0.85,0.8333333333333334
testing_35,human neuroendocrine tumor,400.tiff,400,1,default_51,19942,3384.0,664.0,0.22686065932495555,33.059940944881895,103,67179f8c22c7bcaadc2e18088d1c1ec322de4616,100,99,1,0,,0,True,2.78,9,17,27,30.0,0.9,0.85,0.9
testing_35,human neuroendocrine tumor,400.tiff,400,1,hem_rect_fill,19942,3384.0,664.0,0.22686065932495555,33.059940944881895,103,e00d0650c919b1a29c4030d4ce2a9259be05cb8c,100,99,1,0,,0,True,2.777,9,17,27,,0.9,0.85,0.9
testing_35,human neuroendocrine tumor,400.tiff,400,2,default_51,19947,5673.0,540.0,0.22686065932495555,33.059940944881895,103,56fd9991704348442a3d0933222a1da1f6df6c52,100,99,1,0,,0,True,2.93,9,17,27,30.0,0.9,0.85,0.9
testing_35,human neuroendocrine tumor,400.tiff,400,2,hem_rect_fill,19947,5673.0,540.0,0.22686065932495555,33.059940944881895,103,b617e29f9753bea58254ad25d61c15f793fb8d88,100,99,1,0,,0,True,2.97,9,17,26,,0.9,0.85,0.8666666666666667
testing_35,human neuroendocrine tumor,401.tiff,401,0,default_51,20132,3990.0,5047.0,0.22686065932495555,33.059940944881895,18,bbc423519d5a46078f4ae67bcced13a4584648ce,100,99,1,0,,0,True,2.858,7,9,10,30.0,0.7,0.45,0.3333333333333333
testing_35,human neuroendocrine tumor,401.tiff,401,0,hem_rect_fill,20132,3990.0,5047.0,0.22686065932495555,33.059940944881895,18,5e5f07b549d1d56abf0c1c7a58db6190a7fe29dd,100,98,1,0,,0,True,2.937,7,9,10,,0.7,0.45,0.3333333333333333
testing_35,human neuroendocrine tumor,401.tiff,401,1,default_51,20102,2485.0,507.0,0.22686065932495555,33.059940944881895,18,8fc6ca7310ef1dcddca58068a9456d5ff8c13a18,100,99,1,0,,0,True,3.254,7,8,8,30.0,0.7,0.4,0.26666666666666666
testing_35,human neuroendocrine tumor,401.tiff,401,1,hem_rect_fill,20102,2485.0,507.0,0.22686065932495555,33.059940944881895,18,81d015354d3cd2315218799c5e9c538d62db79c8,100,99,1,0,,0,True,3.328,7,8,8,,0.7,0.4,0.26666666666666666
testing_35,human neuroendocrine tumor,401.tiff,401,2,default_51,20112,2811.0,1659.0,0.22686065932495555,33.059940944881895,18,c0153a4608412cc571ad03b783fd30a7c2d1cbc0,100,99,1,0,,0,True,3.746,7,9,10,30.0,0.7,0.45,0.3333333333333333
testing_35,human neuroendocrine tumor,401.tiff,401,2,hem_rect_fill,20112,2811.0,1659.0,0.22686065932495555,33.059940944881895,18,357d12d3e0344b2b86f045bca78814549d602783,100,99,1,0,,0,True,3.444,7,9,10,,0.7,0.45,0.3333333333333333
testing_35,human neuroendocrine tumor,404.tiff,404,0,default_51,20471,3045.0,2542.0,0.22632094805310524,33.13877952755905,60,3d253e5fdecb4eb53406a86c3a9d5bd4eba176de,100,98,1,0,,0,True,3.312,4,8,11,30.0,0.4,0.4,0.36666666666666664
testing_35,human neuroendocrine tumor,404.tiff,404,0,hem_rect_fill,20471,3045.0,2542.0,0.22632094805310524,33.13877952755905,60,e047a9275ba9435ff0fa8f95f72057d3ec9fc453,100,98,1,0,,0,True,3.445,4,8,11,,0.4,0.4,0.36666666666666664
testing_35,human neuroendocrine tumor,404.tiff,404,1,default_51,20474,5840.0,2192.0,0.22632094805310524,33.13877952755905,60,7b8c840d696dc1fea303cd0e0add5fa2426b28c5,100,98,1,0,,0,True,3.25,4,7,9,30.0,0.4,0.35,0.3
testing_35,human neuroendocrine tumor,404.tiff,404,1,hem_rect_fill,20474,5840.0,2192.0,0.22632094805310524,33.13877952755905,60,7da133e4c2a27427590445ce0e5c315934f7206f,100,99,1,0,,0,True,3.062,4,6,9,,0.4,0.3,0.3
testing_35,human neuroendocrine tumor,404.tiff,404,2,default_51,20472,3048.0,2084.0,0.22632094805310524,33.13877952755905,60,b3048a413681f0542921ab5d20121673753fd73e,100,99,1,0,,0,True,2.891,5,8,12,30.0,0.5,0.4,0.4
testing_35,human neuroendocrine tumor,404.tiff,404,2,hem_rect_fill,20472,3048.0,2084.0,0.22632094805310524,33.13877952755905,60,5878041f3b6cbd53380fd4c3c35801f112b4777f,100,98,1,0,,0,True,2.876,5,8,12,,0.5,0.4,0.4
