subset,domain,file_name,image_id,seed_index,condition,terms,rank_key,seed_ann_id,click_cx,click_cy,mpp,match_radius_px,n_gt_mitotic,tpl_sha1,n_peaks,n_detections,n_blanked_px,n_near_click,near_click_detail,od_nan,t_search_s,tp_at_10,tp_at_20,tp_at_30,n_od_bit_exact,precision_at_10,precision_at_20,precision_at_30
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,mass_only,mass only,tm_score,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,aced282a4696ff539ecd494f952d3f151234b6b5,100,100,2601,0,,0,2.695,7,10,11,,0.7,0.5,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,fill_alpha_1,shape + mass,chromatin_od,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,1e5b43386b6c38805bc33724e331ba01b439927d,100,100,2601,0,,0,2.068,8,11,13,30.0,0.8,0.55,0.43333333333333335
testing_35,canine cutaneous mast cell tumor,337.tiff,337,0,fill_alpha_1,shape + mass,tm_score,17124,5800.0,1938.0,0.2533008895448562,29.609055118110238,29,1e5b43386b6c38805bc33724e331ba01b439927d,100,100,2601,0,,0,2.068,7,11,11,,0.7,0.55,0.36666666666666664
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,default_51,untouched window,chromatin_od,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,762dbb4ecf240b07be6ff242198f7a8622abb274,100,100,2601,0,,0,2.033,8,11,13,30.0,0.8,0.55,0.43333333333333335
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,default_51,untouched window,tm_score,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,762dbb4ecf240b07be6ff242198f7a8622abb274,100,100,2601,0,,0,2.033,5,10,13,,0.5,0.5,0.43333333333333335
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,fill_alpha_0,shape only,chromatin_od,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,c0268812d99730db4941f685a327a332f32824d0,100,97,2601,0,,0,2.319,6,7,8,30.0,0.6,0.35,0.26666666666666666
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,fill_alpha_0,shape only,tm_score,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,c0268812d99730db4941f685a327a332f32824d0,100,97,2601,0,,0,2.319,6,6,6,,0.6,0.3,0.2
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,mass_only,mass only,chromatin_od,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,dd23b360d06a9638626a7e0de8992805342be1fc,100,100,2601,0,,0,2.936,8,11,12,,0.8,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,mass_only,mass only,tm_score,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,dd23b360d06a9638626a7e0de8992805342be1fc,100,100,2601,0,,0,2.936,5,9,10,,0.5,0.45,0.3333333333333333
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,fill_alpha_1,shape + mass,chromatin_od,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,4bf2f606df3c5d7045e909c0937547ebe732eb6c,100,100,2601,0,,0,2.134,8,11,12,30.0,0.8,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,1,fill_alpha_1,shape + mass,tm_score,17129,1345.0,3796.0,0.2533008895448562,29.609055118110238,29,4bf2f606df3c5d7045e909c0937547ebe732eb6c,100,100,2601,0,,0,2.134,6,11,12,,0.6,0.55,0.4
testing_35,canine cutaneous mast cell tumor,337.tiff,337,2,default_51,untouched window,chromatin_od,17118,5688.0,3403.0,0.2533008895448562,29.609055118110238,29,2bcfdb350d19012a13d821c9fbaec76f88bd57b0,100,100,2601,0,,0,2.207,8,11,13,30.0,0.8,0.55,0.43333333333333335
