file_name,image_id,tumor_type,mpp,seed_ann_id,base_size,n_retries,map_median,mad_scale,deep_floor,n_pool,pad_px,nms_radius_px,match_radius_px,arm,rank_key,seeded,z,z_dependent,floor_limited,n_gt_mitotic,n_gt_lookalike,n_detections,coverage_frac,n_lookalike_in_list,largest_tie_block,nan_rate,full_list_recall,read_50,read_80,read_90,read_95,read_99,read_100,axis,z_cut,budget,budget_delivered,tp_at_budget,lookalike_at_budget,recall_at_budget
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,440.0,2519.0,4975.0,8853.0,14085.0,,tm_score,0.95565,500,500,67,32,0.5153846153846153
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,440.0,2519.0,4975.0,8853.0,14085.0,,tm_score,0.95565,1000,1000,87,43,0.6692307692307692
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,440.0,2519.0,4975.0,8853.0,14085.0,,tm_score,0.95565,2000,2000,103,53,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,440.0,2519.0,4975.0,8853.0,14085.0,,tm_score,0.95565,5000,5000,117,73,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,127.0,1071.0,4960.0,10343.0,14523.0,,chromatin_od,0.95565,25,25,21,2,0.16153846153846155
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,127.0,1071.0,4960.0,10343.0,14523.0,,chromatin_od,0.95565,50,50,40,4,0.3076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,127.0,1071.0,4960.0,10343.0,14523.0,,chromatin_od,0.95565,100,100,58,10,0.4461538461538462
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,127.0,1071.0,4960.0,10343.0,14523.0,,chromatin_od,0.95565,250,250,83,28,0.6384615384615384
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,127.0,1071.0,4960.0,10343.0,14523.0,,chromatin_od,0.95565,500,500,92,42,0.7076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,127.0,1071.0,4960.0,10343.0,14523.0,,chromatin_od,0.95565,1000,1000,103,60,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,127.0,1071.0,4960.0,10343.0,14523.0,,chromatin_od,0.95565,2000,2000,111,72,0.8538461538461538
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.0,True,False,130,90,14755,0.8479,88,2,0.0,0.9923076923076923,127.0,1071.0,4960.0,10343.0,14523.0,,chromatin_od,0.95565,5000,5000,117,80,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,440.0,2519.0,4975.0,8853.0,,,tm_score,1.20726,25,25,14,6,0.1076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,440.0,2519.0,4975.0,8853.0,,,tm_score,1.20726,50,50,24,10,0.18461538461538463
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,440.0,2519.0,4975.0,8853.0,,,tm_score,1.20726,100,100,40,14,0.3076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,440.0,2519.0,4975.0,8853.0,,,tm_score,1.20726,250,250,54,23,0.4153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,440.0,2519.0,4975.0,8853.0,,,tm_score,1.20726,500,500,67,32,0.5153846153846153
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,440.0,2519.0,4975.0,8853.0,,,tm_score,1.20726,1000,1000,87,43,0.6692307692307692
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,440.0,2519.0,4975.0,8853.0,,,tm_score,1.20726,2000,2000,103,53,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,440.0,2519.0,4975.0,8853.0,,,tm_score,1.20726,5000,5000,117,73,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,123.0,1010.0,4414.0,8632.0,,,chromatin_od,1.20726,25,25,21,2,0.16153846153846155
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,123.0,1010.0,4414.0,8632.0,,,chromatin_od,1.20726,50,50,40,4,0.3076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,123.0,1010.0,4414.0,8632.0,,,chromatin_od,1.20726,100,100,59,10,0.45384615384615384
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,123.0,1010.0,4414.0,8632.0,,,chromatin_od,1.20726,250,250,83,28,0.6384615384615384
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,123.0,1010.0,4414.0,8632.0,,,chromatin_od,1.20726,500,500,94,42,0.7230769230769231
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,123.0,1010.0,4414.0,8632.0,,,chromatin_od,1.20726,1000,1000,103,60,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,123.0,1010.0,4414.0,8632.0,,,chromatin_od,1.20726,2000,2000,111,72,0.8538461538461538
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,2.5,True,False,130,90,11023,0.7118,86,2,0.0,0.9769230769230769,123.0,1010.0,4414.0,8632.0,,,chromatin_od,1.20726,5000,5000,117,82,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,440.0,2519.0,4975.0,,,,tm_score,1.45886,25,25,14,6,0.1076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,440.0,2519.0,4975.0,,,,tm_score,1.45886,50,50,24,10,0.18461538461538463
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,440.0,2519.0,4975.0,,,,tm_score,1.45886,100,100,40,14,0.3076923076923077
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,440.0,2519.0,4975.0,,,,tm_score,1.45886,250,250,54,23,0.4153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,440.0,2519.0,4975.0,,,,tm_score,1.45886,500,500,67,32,0.5153846153846153
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,440.0,2519.0,4975.0,,,,tm_score,1.45886,1000,1000,87,43,0.6692307692307692
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,440.0,2519.0,4975.0,,,,tm_score,1.45886,2000,2000,103,53,0.7923076923076923
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,tm_score,score,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,440.0,2519.0,4975.0,,,,tm_score,1.45886,5000,5000,117,73,0.9
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,119.0,938.0,4414.0,,,,chromatin_od,1.45886,25,25,21,2,0.16153846153846155
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,119.0,938.0,4414.0,,,,chromatin_od,1.45886,50,50,41,4,0.3153846153846154
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,119.0,938.0,4414.0,,,,chromatin_od,1.45886,100,100,59,11,0.45384615384615384
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,119.0,938.0,4414.0,,,,chromatin_od,1.45886,250,250,83,31,0.6384615384615384
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,119.0,938.0,4414.0,,,,chromatin_od,1.45886,500,500,94,44,0.7230769230769231
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,119.0,938.0,4414.0,,,,chromatin_od,1.45886,1000,1000,104,62,0.8
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,119.0,938.0,4414.0,,,,chromatin_od,1.45886,2000,2000,112,73,0.8615384615384616
459.tiff,459,canine soft tissue sarcoma,0.2482,22441,33,0,-0.05077,0.50321,-0.80558,26152,16,20.148,30.222,chromatin_od,od,True,3.0,True,False,130,90,7162,0.5139,84,2,0.0,0.9307692307692308,119.0,938.0,4414.0,,,,chromatin_od,1.45886,5000,5000,117,83,0.9
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.05377,25,25,13,9,0.16049382716049382
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.05377,50,50,25,12,0.30864197530864196
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.05377,100,100,37,20,0.4567901234567901
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.05377,250,250,43,37,0.5308641975308642
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.05377,500,500,55,52,0.6790123456790124
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.05377,1000,1000,66,71,0.8148148148148148
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.05377,2000,2000,78,97,0.9629629629629629
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.05377,5000,5000,81,102,1.0
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9625.0,9625.0,chromatin_od,-0.05377,25,25,17,6,0.20987654320987653
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9625.0,9625.0,chromatin_od,-0.05377,50,50,30,14,0.37037037037037035
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9625.0,9625.0,chromatin_od,-0.05377,100,100,41,20,0.5061728395061729
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9625.0,9625.0,chromatin_od,-0.05377,250,250,52,28,0.6419753086419753
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9625.0,9625.0,chromatin_od,-0.05377,500,500,60,38,0.7407407407407407
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9625.0,9625.0,chromatin_od,-0.05377,1000,1000,69,62,0.8518518518518519
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9625.0,9625.0,chromatin_od,-0.05377,2000,2000,77,84,0.9506172839506173
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-1.0,True,False,81,102,34572,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9625.0,9625.0,chromatin_od,-0.05377,5000,5000,79,97,0.9753086419753086
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.02851,25,25,13,9,0.16049382716049382
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.02851,50,50,25,12,0.30864197530864196
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.02851,100,100,37,20,0.4567901234567901
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.02851,250,250,43,37,0.5308641975308642
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.02851,500,500,55,52,0.6790123456790124
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.02851,1000,1000,66,71,0.8148148148148148
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.02851,2000,2000,78,97,0.9629629629629629
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.02851,5000,5000,81,102,1.0
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9617.0,9617.0,chromatin_od,-0.02851,25,25,17,6,0.20987654320987653
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9617.0,9617.0,chromatin_od,-0.02851,50,50,30,14,0.37037037037037035
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9617.0,9617.0,chromatin_od,-0.02851,100,100,41,20,0.5061728395061729
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9617.0,9617.0,chromatin_od,-0.02851,250,250,52,28,0.6419753086419753
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9617.0,9617.0,chromatin_od,-0.02851,500,500,60,38,0.7407407407407407
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9617.0,9617.0,chromatin_od,-0.02851,1000,1000,69,62,0.8518518518518519
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9617.0,9617.0,chromatin_od,-0.02851,2000,2000,77,84,0.9506172839506173
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,-0.5,True,False,81,102,34553,0.9994,102,2,0.0,1.0,100.0,736.0,1187.0,1723.0,9617.0,9617.0,chromatin_od,-0.02851,5000,5000,79,97,0.9753086419753086
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.00324,25,25,13,9,0.16049382716049382
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.00324,50,50,25,12,0.30864197530864196
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.00324,100,100,37,20,0.4567901234567901
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.00324,250,250,43,37,0.5308641975308642
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.00324,500,500,55,52,0.6790123456790124
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.00324,1000,1000,66,71,0.8148148148148148
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.00324,2000,2000,78,97,0.9629629629629629
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,tm_score,score,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,137.0,920.0,1309.0,1630.0,4052.0,4052.0,tm_score,-0.00324,5000,5000,81,102,1.0
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,100.0,734.0,1181.0,1711.0,9550.0,9550.0,chromatin_od,-0.00324,25,25,17,6,0.20987654320987653
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,100.0,734.0,1181.0,1711.0,9550.0,9550.0,chromatin_od,-0.00324,50,50,30,14,0.37037037037037035
094.tiff,94,human breast cancer,0.2298,2512,25,0,-0.00324,0.05053,-0.07904,34573,12,21.754,32.63,chromatin_od,od,True,0.0,True,False,81,102,34348,0.9994,102,2,0.0,1.0,100.0,734.0,1181.0,1711.0,9550.0,9550.0,chromatin_od,-0.00324,100,100,41,20,0.5061728395061729
