file_name,tumor_type,seed_index,arm,budget,n_detections,n_gt_mitotic,budget_delivered,tp_at_budget,precision_at_budget,recall_at_budget
300.tiff,canine cutaneous mast cell tumor,3,tm_score,10,97,180,10,10,1.0,0.05555555555555555
300.tiff,canine cutaneous mast cell tumor,3,chromatin_od,20,97,180,20,19,0.95,0.10555555555555556
300.tiff,canine cutaneous mast cell tumor,3,tm_score,20,97,180,20,18,0.9,0.1
300.tiff,canine cutaneous mast cell tumor,3,chromatin_od,30,97,180,30,29,0.9666666666666667,0.16111111111111112
300.tiff,canine cutaneous mast cell tumor,3,tm_score,30,97,180,30,26,0.8666666666666667,0.14444444444444443
301.tiff,canine cutaneous mast cell tumor,3,chromatin_od,10,99,217,10,8,0.8,0.03686635944700461
301.tiff,canine cutaneous mast cell tumor,3,tm_score,10,99,217,10,8,0.8,0.03686635944700461
301.tiff,canine cutaneous mast cell tumor,3,chromatin_od,20,99,217,20,16,0.8,0.07373271889400922
301.tiff,canine cutaneous mast cell tumor,3,tm_score,20,99,217,20,17,0.85,0.07834101382488479
301.tiff,canine cutaneous mast cell tumor,3,chromatin_od,30,99,217,30,25,0.8333333333333334,0.1152073732718894
301.tiff,canine cutaneous mast cell tumor,3,tm_score,30,99,217,30,25,0.8333333333333334,0.1152073732718894
402.tiff,human neuroendocrine tumor,3,chromatin_od,10,97,104,10,8,0.8,0.07692307692307693
402.tiff,human neuroendocrine tumor,3,tm_score,10,97,104,10,7,0.7,0.0673076923076923
402.tiff,human neuroendocrine tumor,3,chromatin_od,20,97,104,20,15,0.75,0.14423076923076922
402.tiff,human neuroendocrine tumor,3,tm_score,20,97,104,20,14,0.7,0.1346153846153846
402.tiff,human neuroendocrine tumor,3,chromatin_od,30,97,104,30,20,0.6666666666666666,0.19230769230769232
402.tiff,human neuroendocrine tumor,3,tm_score,30,97,104,30,19,0.6333333333333333,0.18269230769230768
403.tiff,human neuroendocrine tumor,3,chromatin_od,10,93,52,10,4,0.4,0.07692307692307693
403.tiff,human neuroendocrine tumor,3,tm_score,10,93,52,10,5,0.5,0.09615384615384616
403.tiff,human neuroendocrine tumor,3,chromatin_od,20,93,52,20,8,0.4,0.15384615384615385
403.tiff,human neuroendocrine tumor,3,tm_score,20,93,52,20,6,0.3,0.11538461538461539
403.tiff,human neuroendocrine tumor,3,chromatin_od,30,93,52,30,12,0.4,0.23076923076923078
403.tiff,human neuroendocrine tumor,3,tm_score,30,93,52,30,6,0.2,0.11538461538461539
459.tiff,canine soft tissue sarcoma,3,chromatin_od,10,99,130,10,10,1.0,0.07692307692307693
459.tiff,canine soft tissue sarcoma,3,tm_score,10,99,130,10,10,1.0,0.07692307692307693
459.tiff,canine soft tissue sarcoma,3,chromatin_od,20,99,130,20,19,0.95,0.14615384615384616
459.tiff,canine soft tissue sarcoma,3,tm_score,20,99,130,20,18,0.9,0.13846153846153847
459.tiff,canine soft tissue sarcoma,3,chromatin_od,30,99,130,30,28,0.9333333333333333,0.2153846153846154
459.tiff,canine soft tissue sarcoma,3,tm_score,30,99,130,30,26,0.8666666666666667,0.2
460.tiff,canine soft tissue sarcoma,3,chromatin_od,10,99,35,10,8,0.8,0.22857142857142856
460.tiff,canine soft tissue sarcoma,3,tm_score,10,99,35,10,9,0.9,0.2571428571428571
460.tiff,canine soft tissue sarcoma,3,chromatin_od,20,99,35,20,15,0.75,0.42857142857142855
460.tiff,canine soft tissue sarcoma,3,tm_score,20,99,35,20,11,0.55,0.3142857142857143
460.tiff,canine soft tissue sarcoma,3,chromatin_od,30,99,35,30,17,0.5666666666666667,0.4857142857142857
460.tiff,canine soft tissue sarcoma,3,tm_score,30,99,35,30,13,0.43333333333333335,0.37142857142857144
529.tiff,human melanoma,3,chromatin_od,10,98,19,10,6,0.6,0.3157894736842105
529.tiff,human melanoma,3,tm_score,10,98,19,10,7,0.7,0.3684210526315789
529.tiff,human melanoma,3,chromatin_od,20,98,19,20,9,0.45,0.47368421052631576
529.tiff,human melanoma,3,tm_score,20,98,19,20,7,0.35,0.3684210526315789
529.tiff,human melanoma,3,chromatin_od,30,98,19,30,9,0.3,0.47368421052631576
529.tiff,human melanoma,3,tm_score,30,98,19,30,8,0.26666666666666666,0.42105263157894735
548.tiff,human melanoma,3,chromatin_od,10,98,238,10,8,0.8,0.03361344537815126
548.tiff,human melanoma,3,tm_score,10,98,238,10,7,0.7,0.029411764705882353
548.tiff,human melanoma,3,chromatin_od,20,98,238,20,14,0.7,0.058823529411764705
548.tiff,human melanoma,3,tm_score,20,98,238,20,16,0.8,0.06722689075630252
548.tiff,human melanoma,3,chromatin_od,30,98,238,30,22,0.7333333333333333,0.09243697478991597
548.tiff,human melanoma,3,tm_score,30,98,238,30,22,0.7333333333333333,0.09243697478991597
013.tiff,human breast cancer,4,chromatin_od,10,97,17,10,6,0.6,0.35294117647058826
013.tiff,human breast cancer,4,tm_score,10,97,17,10,4,0.4,0.23529411764705882
013.tiff,human breast cancer,4,chromatin_od,20,97,17,20,8,0.4,0.47058823529411764
013.tiff,human breast cancer,4,tm_score,20,97,17,20,6,0.3,0.35294117647058826
013.tiff,human breast cancer,4,chromatin_od,30,97,17,30,10,0.3333333333333333,0.5882352941176471
013.tiff,human breast cancer,4,tm_score,30,97,17,30,9,0.3,0.5294117647058824
094.tiff,human breast cancer,4,chromatin_od,10,98,81,10,5,0.5,0.06172839506172839
094.tiff,human breast cancer,4,tm_score,10,98,81,10,6,0.6,0.07407407407407407
094.tiff,human breast cancer,4,chromatin_od,20,98,81,20,14,0.7,0.1728395061728395
094.tiff,human breast cancer,4,tm_score,20,98,81,20,13,0.65,0.16049382716049382
094.tiff,human breast cancer,4,chromatin_od,30,98,81,30,21,0.7,0.25925925925925924
094.tiff,human breast cancer,4,tm_score,30,98,81,30,21,0.7,0.25925925925925924
201.tiff,canine lung cancer,4,chromatin_od,10,98,17,10,4,0.4,0.23529411764705882
201.tiff,canine lung cancer,4,tm_score,10,98,17,10,2,0.2,0.11764705882352941
201.tiff,canine lung cancer,4,chromatin_od,20,98,17,20,6,0.3,0.35294117647058826
201.tiff,canine lung cancer,4,tm_score,20,98,17,20,2,0.1,0.11764705882352941
201.tiff,canine lung cancer,4,chromatin_od,30,98,17,30,7,0.23333333333333334,0.4117647058823529
201.tiff,canine lung cancer,4,tm_score,30,98,17,30,4,0.13333333333333333,0.23529411764705882
233.tiff,canine lung cancer,4,chromatin_od,10,97,17,10,7,0.7,0.4117647058823529
233.tiff,canine lung cancer,4,tm_score,10,97,17,10,3,0.3,0.17647058823529413
233.tiff,canine lung cancer,4,chromatin_od,20,97,17,20,8,0.4,0.47058823529411764
233.tiff,canine lung cancer,4,tm_score,20,97,17,20,5,0.25,0.29411764705882354
233.tiff,canine lung cancer,4,chromatin_od,30,97,17,30,10,0.3333333333333333,0.5882352941176471
233.tiff,canine lung cancer,4,tm_score,30,97,17,30,8,0.26666666666666666,0.47058823529411764
245.tiff,canine lymphosarcoma,4,chromatin_od,10,97,89,10,3,0.3,0.033707865168539325
245.tiff,canine lymphosarcoma,4,tm_score,10,97,89,10,6,0.6,0.06741573033707865
245.tiff,canine lymphosarcoma,4,chromatin_od,20,97,89,20,6,0.3,0.06741573033707865
245.tiff,canine lymphosarcoma,4,tm_score,20,97,89,20,9,0.45,0.10112359550561797
245.tiff,canine lymphosarcoma,4,chromatin_od,30,97,89,30,9,0.3,0.10112359550561797
245.tiff,canine lymphosarcoma,4,tm_score,30,97,89,30,10,0.3333333333333333,0.11235955056179775
246.tiff,canine lymphosarcoma,4,chromatin_od,10,95,115,10,10,1.0,0.08695652173913043
246.tiff,canine lymphosarcoma,4,tm_score,10,95,115,10,10,1.0,0.08695652173913043
246.tiff,canine lymphosarcoma,4,chromatin_od,20,95,115,20,16,0.8,0.1391304347826087
246.tiff,canine lymphosarcoma,4,tm_score,20,95,115,20,18,0.9,0.1565217391304348
246.tiff,canine lymphosarcoma,4,chromatin_od,30,95,115,30,22,0.7333333333333333,0.19130434782608696
246.tiff,canine lymphosarcoma,4,tm_score,30,95,115,30,25,0.8333333333333334,0.21739130434782608
300.tiff,canine cutaneous mast cell tumor,4,chromatin_od,10,99,180,10,10,1.0,0.05555555555555555
300.tiff,canine cutaneous mast cell tumor,4,tm_score,10,99,180,10,9,0.9,0.05
300.tiff,canine cutaneous mast cell tumor,4,chromatin_od,20,99,180,20,18,0.9,0.1
300.tiff,canine cutaneous mast cell tumor,4,tm_score,20,99,180,20,16,0.8,0.08888888888888889
300.tiff,canine cutaneous mast cell tumor,4,chromatin_od,30,99,180,30,26,0.8666666666666667,0.14444444444444443
300.tiff,canine cutaneous mast cell tumor,4,tm_score,30,99,180,30,23,0.7666666666666667,0.12777777777777777
301.tiff,canine cutaneous mast cell tumor,4,chromatin_od,10,99,217,10,8,0.8,0.03686635944700461
301.tiff,canine cutaneous mast cell tumor,4,tm_score,10,99,217,10,10,1.0,0.04608294930875576
301.tiff,canine cutaneous mast cell tumor,4,chromatin_od,20,99,217,20,17,0.85,0.07834101382488479
301.tiff,canine cutaneous mast cell tumor,4,tm_score,20,99,217,20,19,0.95,0.08755760368663594
301.tiff,canine cutaneous mast cell tumor,4,chromatin_od,30,99,217,30,26,0.8666666666666667,0.11981566820276497
301.tiff,canine cutaneous mast cell tumor,4,tm_score,30,99,217,30,26,0.8666666666666667,0.11981566820276497
402.tiff,human neuroendocrine tumor,4,chromatin_od,10,98,104,10,7,0.7,0.0673076923076923
402.tiff,human neuroendocrine tumor,4,tm_score,10,98,104,10,6,0.6,0.057692307692307696
402.tiff,human neuroendocrine tumor,4,chromatin_od,20,98,104,20,11,0.55,0.10576923076923077
402.tiff,human neuroendocrine tumor,4,tm_score,20,98,104,20,11,0.55,0.10576923076923077
402.tiff,human neuroendocrine tumor,4,chromatin_od,30,98,104,30,14,0.4666666666666667,0.1346153846153846
402.tiff,human neuroendocrine tumor,4,tm_score,30,98,104,30,14,0.4666666666666667,0.1346153846153846
403.tiff,human neuroendocrine tumor,4,chromatin_od,10,96,52,10,5,0.5,0.09615384615384616
403.tiff,human neuroendocrine tumor,4,tm_score,10,96,52,10,5,0.5,0.09615384615384616
403.tiff,human neuroendocrine tumor,4,chromatin_od,20,96,52,20,9,0.45,0.17307692307692307
403.tiff,human neuroendocrine tumor,4,tm_score,20,96,52,20,7,0.35,0.1346153846153846
403.tiff,human neuroendocrine tumor,4,chromatin_od,30,96,52,30,13,0.43333333333333335,0.25
403.tiff,human neuroendocrine tumor,4,tm_score,30,96,52,30,12,0.4,0.23076923076923078
459.tiff,canine soft tissue sarcoma,4,chromatin_od,10,99,130,10,9,0.9,0.06923076923076923
459.tiff,canine soft tissue sarcoma,4,tm_score,10,99,130,10,9,0.9,0.06923076923076923
459.tiff,canine soft tissue sarcoma,4,chromatin_od,20,99,130,20,17,0.85,0.13076923076923078
459.tiff,canine soft tissue sarcoma,4,tm_score,20,99,130,20,19,0.95,0.14615384615384616
459.tiff,canine soft tissue sarcoma,4,chromatin_od,30,99,130,30,26,0.8666666666666667,0.2
459.tiff,canine soft tissue sarcoma,4,tm_score,30,99,130,30,26,0.8666666666666667,0.2
460.tiff,canine soft tissue sarcoma,4,chromatin_od,10,97,35,10,8,0.8,0.22857142857142856
460.tiff,canine soft tissue sarcoma,4,tm_score,10,97,35,10,3,0.3,0.08571428571428572
460.tiff,canine soft tissue sarcoma,4,chromatin_od,20,97,35,20,12,0.6,0.34285714285714286
460.tiff,canine soft tissue sarcoma,4,tm_score,20,97,35,20,6,0.3,0.17142857142857143
460.tiff,canine soft tissue sarcoma,4,chromatin_od,30,97,35,30,12,0.4,0.34285714285714286
460.tiff,canine soft tissue sarcoma,4,tm_score,30,97,35,30,7,0.23333333333333334,0.2
529.tiff,human melanoma,4,chromatin_od,10,97,19,10,6,0.6,0.3157894736842105
529.tiff,human melanoma,4,tm_score,10,97,19,10,3,0.3,0.15789473684210525
529.tiff,human melanoma,4,chromatin_od,20,97,19,20,7,0.35,0.3684210526315789
529.tiff,human melanoma,4,tm_score,20,97,19,20,4,0.2,0.21052631578947367
529.tiff,human melanoma,4,chromatin_od,30,97,19,30,7,0.23333333333333334,0.3684210526315789
529.tiff,human melanoma,4,tm_score,30,97,19,30,4,0.13333333333333333,0.21052631578947367
548.tiff,human melanoma,4,chromatin_od,10,99,238,10,9,0.9,0.037815126050420166
548.tiff,human melanoma,4,tm_score,10,99,238,10,8,0.8,0.03361344537815126
548.tiff,human melanoma,4,chromatin_od,20,99,238,20,15,0.75,0.06302521008403361
548.tiff,human melanoma,4,tm_score,20,99,238,20,18,0.9,0.07563025210084033
548.tiff,human melanoma,4,chromatin_od,30,99,238,30,22,0.7333333333333333,0.09243697478991597
548.tiff,human melanoma,4,tm_score,30,99,238,30,23,0.7666666666666667,0.09663865546218488
